x	y
4	10
14	44
18	40
41	28
52	27
72	21
86	18
110	14
137	8
169	7
383	5
407	14
410	14
428	23
460	47
461	46
478	63
478	66
497	81
504	94
3	93
37	70
47	65
8	254
10	243
4	362
9	352
16	344
28	324
52	299
60	286
76	261
80	252
3	428
15	406
31	382
32	373
43	360
57	337
82	305
83	304
91	288
111	268
8	479
29	447
38	429
56	403
74	375
90	345
90	344
106	318
119	303
137	271
147	260
33	504
43	497
62	463
72	445
81	431
90	413
100	391
112	370
127	346
140	320
148	316
158	293
178	270
85	495
96	477
101	457
110	442
119	432
125	411
140	389
147	372
167	336
183	318
188	306
207	270
16	302
24	287
38	262
38	257
46	246
363	499
374	485
377	470
396	440
409	411
420	374
423	344
424	338
420	336
422	309
419	285
425	271
423	253
418	243
415	224
410	209
407	196
9	137
24	123
33	117
33	113
41	103
76	86
88	73
94	68
112	61
137	50
168	37
168	37
194	30
218	28
233	19
260	19
273	17
291	18
331	27
357	33
387	39
416	47
435	64
439	65
467	95
479	103
495	128
506	148
429	509
443	495
455	471
471	424
470	405
472	375
478	350
476	310
463	277
457	253
454	237
440	203
427	186
408	163
388	142
382	142
364	117
365	118
350	109
309	88
288	83
275	81
238	82
213	92
195	99
193	105
158	116
150	125
140	128
116	144
102	156
94	164
70	178
59	187
50	194
39	207
130	505
142	492
151	483
167	458
176	439
190	412
198	399
211	384
220	371
231	337
244	319
253	303
264	279
269	270
273	266
9	187
27	170
27	164
31	162
48	145
68	132
89	117
98	114
104	110
117	101
133	91
165	76
180	67
185	72
201	60
221	54
252	52
271	51
289	50
315	54
324	56
328	63
345	68
364	77
375	92
392	102
396	109
417	129
425	142
446	160
452	180
462	193
475	225
487	241
489	257
493	278
497	297
505	311
505	323
505	346
506	380
502	387
511	404
511	411
501	9
66	182
69	216
248	490
257	481
258	476
270	459
285	430
293	411
301	394
311	374
324	357
326	344
337	310
341	295
343	287
348	277
354	271
353	244
344	211
339	203
325	190
295	182
281	186
268	181
243	192
223	197
198	209
180	224
172	233
108	214
119	198
127	181
135	174
167	157
174	146
198	139
219	128
239	120
264	113
276	113
300	118
336	135
343	146
358	155
363	169
374	182
378	210
383	220
383	237
392	253
392	269
392	296
392	339
385	362
384	362
376	387
381	388
371	405
373	413
359	432
348	455
339	469
333	480
319	497
98	155
454	2
473	22
492	38
115	438
136	173
141	449
157	417
162	411
167	406
181	371
190	360
195	353
213	317
222	308
231	286
243	261
160	204
177	188
190	177
222	158
247	153
280	150
295	151
315	161
168	192
177	499
187	476
206	448
216	434
221	420
225	409
231	400
250	363
265	338
279	311
286	280
191	501
210	487
233	459
245	432
257	421
263	408
272	382
286	363
289	353
295	345
300	328
308	314
312	291
318	279
321	263
198	211
202	274
248	219
277	214
288	219
299	219
285	484
305	459
308	453
322	429
325	420
335	404
334	400
349	382
354	353
356	343
366	334
371	309
338	104
388	146
393	108
409	121
395	73
413	81
431	99
452	119
470	147
480	167
488	180
498	202
502	214
412	477
423	467
425	454
428	443
434	441
442	409
445	395
446	371
448	348
449	340
447	324
449	79
451	83
492	459
506	483
502	474
