x	y
10	41
25	25
41	15
53	2
488	8
499	29
511	47
5	129
12	129
35	103
56	88
72	73
94	46
102	34
121	20
128	16
128	12
154	1
399	15
419	24
432	33
436	41
436	38
456	61
471	82
490	94
504	110
10	299
11	341
36	316
45	308
3	383
15	374
29	361
51	345
61	327
76	313
83	309
28	402
39	393
58	377
73	358
92	340
114	321
136	309
4	471
25	465
34	467
56	449
90	433
109	418
132	409
149	398
163	394
176	387
178	383
201	380
233	365
239	366
286	357
312	359
346	364
356	371
365	377
384	382
407	395
441	409
443	411
478	431
489	442
13	509
34	497
57	482
68	474
92	461
127	442
134	439
152	431
176	416
204	408
225	403
241	395
252	395
270	395
288	389
315	393
341	397
356	409
370	414
387	423
412	438
422	440
433	443
437	444
461	460
473	468
82	498
100	490
118	479
156	465
181	456
197	445
225	434
237	427
247	425
258	424
266	426
287	425
314	425
341	432
232	507
261	509
277	511
294	508
34	64
50	46
69	30
84	15
18	201
34	183
37	175
53	149
62	128
85	105
106	81
119	69
132	59
143	49
165	36
181	25
205	16
214	11
224	6
271	1
310	5
337	13
361	22
378	30
385	38
408	50
429	68
428	70
450	93
467	115
479	126
496	142
8	263
18	244
27	232
37	229
44	215
63	189
79	162
78	161
103	140
128	113
134	104
148	91
165	72
175	67
186	58
222	45
245	33
265	34
296	33
312	37
326	38
356	54
381	71
395	77
416	94
422	104
435	126
457	149
468	160
490	180
492	183
23	442
53	419
71	399
83	395
98	392
123	380
144	368
156	358
193	347
194	347
216	340
220	339
256	333
284	323
288	319
305	326
333	325
356	334
375	344
402	356
436	369
459	385
476	396
502	412
44	264
59	243
84	227
104	211
115	201
132	193
149	186
182	167
188	167
212	163
238	154
243	156
275	155
307	157
325	158
350	166
367	171
384	177
399	191
429	210
438	215
467	243
483	266
492	271
496	283
41	307
51	343
156	496
176	491
196	483
206	478
243	476
262	479
281	477
306	483
325	485
336	487
357	490
380	498
391	507
396	511
79	274
106	254
123	236
138	229
147	225
174	207
190	198
205	198
204	199
241	185
271	183
305	182
316	191
347	197
355	197
367	204
384	215
419	235
449	263
86	347
86	310
87	495
97	459
111	173
128	160
144	145
165	140
189	134
216	121
252	124
297	121
327	127
354	130
381	141
405	155
417	164
425	168
424	171
439	172
459	195
470	208
483	219
504	240
509	244
115	353
126	350
124	346
143	337
152	332
173	325
200	314
232	304
249	309
261	310
132	267
158	260
165	251
196	235
222	222
236	221
241	219
251	219
279	213
299	216
316	218
319	219
342	224
372	241
392	261
124	354
128	380
130	346
180	101
210	86
229	73
254	63
272	60
296	61
312	63
331	71
336	77
352	86
364	93
379	109
400	123
204	281
220	281
240	278
247	275
260	279
449	9
447	9
466	24
478	41
482	48
498	67
253	249
262	248
287	245
306	249
353	261
259	89
279	89
285	95
304	95
327	99
269	450
279	449
298	452
313	458
345	460
354	455
393	467
421	476
424	482
441	490
465	505
328	290
377	301
394	308
409	313
433	334
443	335
457	340
483	363
499	370
435	290
450	304
491	327
508	339
436	75
429	404
450	53
463	66
432	251
431	123
446	267
477	252
488	496
503	506
493	498
