x	y
14	37
33	23
52	6
9	80
38	59
52	41
78	23
102	9
5	123
15	113
34	94
46	83
63	65
82	56
105	39
126	27
156	11
469	17
499	37
501	43
5	197
18	178
21	171
36	149
44	135
46	131
55	117
65	103
89	85
115	65
130	57
136	44
155	39
170	26
205	10
343	1
344	4
379	2
394	10
408	11
444	30
470	47
487	62
509	80
3	247
18	232
34	207
43	179
55	170
66	156
79	141
100	122
118	103
135	85
147	77
162	66
180	55
195	45
200	42
230	29
254	25
5	287
5	281
16	277
26	276
23	279
21	309
13	377
23	355
36	332
44	318
48	301
53	290
59	275
69	251
79	227
92	210
103	197
117	188
127	171
131	161
148	144
163	131
182	115
199	103
218	93
234	81
252	82
268	76
278	66
294	66
315	66
347	58
357	63
375	67
416	78
442	91
450	90
467	105
485	116
486	124
510	140
4	447
19	420
27	401
28	387
5	502
14	480
26	468
36	447
38	430
44	420
44	416
52	388
58	367
56	360
70	330
74	299
82	282
90	253
99	232
37	504
55	477
59	453
65	434
73	415
84	383
89	357
90	356
90	340
102	305
113	278
116	253
118	253
122	242
124	225
137	207
151	182
170	156
189	139
223	116
250	106
285	98
297	94
315	89
337	91
338	92
333	90
341	91
366	96
379	96
403	118
423	132
441	145
451	158
465	176
485	205
498	224
504	242
26	268
41	242
60	216
79	183
86	179
93	165
109	148
120	137
146	114
149	110
162	99
182	84
185	76
202	73
225	60
248	49
280	41
314	31
324	33
337	31
344	32
376	33
400	40
418	48
432	54
446	67
480	82
503	105
101	499
121	492
127	504
68	68
87	461
92	447
93	443
99	440
100	424
106	391
107	375
113	367
114	349
122	321
128	308
131	296
141	277
142	251
159	214
167	211
175	191
188	175
200	163
212	151
231	142
241	141
253	134
269	124
299	116
316	116
350	119
367	127
393	142
419	165
440	182
454	199
469	218
480	246
490	263
494	277
505	316
97	123
82	92
120	455
124	409
135	164
141	343
146	356
146	389
150	396
148	420
147	462
153	480
156	491
145	48
170	247
176	235
185	230
185	217
205	186
225	168
245	158
269	154
301	147
332	140
342	142
355	147
373	159
396	182
408	190
434	222
451	246
461	267
473	294
480	304
479	315
485	332
489	350
498	368
507	381
163	291
161	314
167	332
168	354
171	380
178	398
181	398
184	402
192	417
192	428
206	449
216	469
224	481
235	500
168	123
177	466
187	489
201	504
201	159
194	279
189	273
197	249
207	227
217	211
227	204
240	191
266	178
279	178
191	296
191	312
190	323
194	323
200	359
211	385
214	395
217	415
229	433
242	461
255	478
262	497
219	258
238	230
249	213
269	210
289	206
311	216
321	226
337	237
343	251
357	277
362	297
364	310
376	346
385	362
387	373
395	381
397	394
412	417
408	418
423	439
428	447
441	468
451	492
214	283
218	297
221	329
227	353
243	396
255	423
265	446
276	467
305	495
222	89
229	440
250	256
268	241
282	237
246	311
252	325
248	330
253	340
260	366
270	386
285	431
296	452
309	467
317	474
330	494
334	498
284	272
292	286
305	311
306	328
316	339
314	340
332	380
339	391
347	420
353	425
362	440
372	462
375	468
390	492
405	505
274	302
280	331
291	364
297	373
304	398
316	420
326	445
334	454
349	470
360	489
376	508
302	248
310	260
324	282
335	314
338	329
345	343
358	368
357	373
362	388
376	415
387	438
396	446
405	463
417	485
437	502
321	223
315	270
340	201
348	217
371	236
380	260
384	277
396	306
400	328
407	349
418	365
422	386
437	402
442	425
455	447
450	446
457	450
461	458
466	469
470	490
348	175
358	182
374	193
395	223
405	224
407	235
424	251
435	269
437	274
444	301
457	324
463	348
469	364
477	386
492	407
487	408
503	438
504	446
352	217
341	465
379	417
382	165
385	486
409	234
415	294
428	322
438	356
452	393
459	407
467	409
476	438
484	459
490	481
440	119
455	128
458	126
467	138
485	151
504	173
430	402
437	148
490	131
