x	y
3	28
9	137
26	129
46	113
77	87
99	67
120	59
129	49
151	37
167	31
175	32
2	227
13	214
38	199
52	190
61	176
77	174
83	165
116	161
144	157
148	155
186	143
215	144
238	148
247	149
17	257
32	248
27	246
53	226
81	204
89	200
109	197
126	188
156	183
172	176
194	174
213	174
232	180
258	176
286	178
322	193
345	201
370	215
15	294
58	276
90	264
117	255
145	248
153	244
191	236
216	233
235	218
264	206
274	213
302	218
316	223
341	236
357	241
390	257
400	257
425	273
445	281
462	296
462	298
480	305
510	323
20	363
40	351
63	343
79	339
107	329
137	317
155	315
161	312
197	300
236	298
253	296
279	294
301	301
322	301
347	308
366	315
387	330
408	337
422	345
31	392
45	387
54	381
80	368
96	363
102	359
118	354
149	345
165	347
182	340
197	338
216	333
230	331
236	334
258	329
285	331
312	334
335	343
354	344
354	347
353	347
374	363
385	364
401	376
418	379
441	384
439	378
476	391
493	404
508	415
2	434
20	431
45	415
78	401
110	390
138	386
164	378
200	375
236	367
248	370
280	367
302	367
329	375
128	506
169	508
200	507
226	506
246	503
266	502
288	511
316	511
25	165
46	150
66	139
77	127
106	109
116	97
133	86
144	84
181	68
210	61
243	57
254	59
272	58
301	69
329	79
342	84
339	83
359	94
372	113
401	128
416	145
1	332
11	332
31	324
49	311
81	302
108	298
133	287
159	277
189	272
205	265
231	259
256	263
312	264
323	267
350	277
351	272
379	286
398	298
407	304
431	314
447	326
456	332
469	345
493	359
5	95
8	95
26	87
45	73
65	59
87	32
9	489
40	489
52	487
78	481
104	472
116	472
166	470
214	467
224	467
245	465
248	466
277	473
295	472
318	479
351	487
366	493
390	499
406	502
417	503
440	511
458	511
11	469
44	455
58	453
81	443
102	431
120	424
158	413
157	409
186	407
212	402
212	402
222	402
234	401
250	400
253	405
268	399
291	399
320	406
348	402
374	404
375	399
396	403
404	406
429	410
434	410
452	415
3	74
10	73
20	54
38	33
43	31
13	214
26	6
18	15
94	235
115	223
133	221
156	217
179	210
178	207
203	206
228	212
123	130
128	127
139	123
152	116
161	111
177	109
183	102
208	94
224	96
239	92
255	92
276	96
284	94
303	104
312	105
326	114
338	118
367	143
376	150
415	179
438	190
455	205
474	210
487	224
499	230
133	15
153	3
320	1
169	443
186	437
215	437
237	438
249	432
284	437
288	438
314	436
340	444
358	449
392	463
414	470
446	478
462	480
481	481
489	483
501	9
250	232
270	235
271	130
300	140
324	151
343	166
343	166
354	173
364	181
388	198
388	196
401	207
420	222
444	239
474	259
488	268
285	23
307	31
345	47
355	57
373	64
376	68
387	77
397	93
407	97
438	118
462	145
473	159
479	173
500	190
508	198
460	12
391	32
388	33
408	57
430	79
447	93
463	109
482	120
495	129
496	136
502	148
400	435
414	438
447	449
470	451
495	456
446	49
463	61
454	138
492	55
504	64
511	84
480	177
509	30
