x	y
3	511
5	13
11	55
12	50
20	31
29	18
7	317
9	333
11	339
11	372
14	400
17	422
16	425
16	435
19	461
18	474
31	497
7	128
9	117
21	93
35	56
46	31
58	3
19	205
23	180
21	164
17	261
21	280
25	297
28	323
32	337
34	359
40	378
52	394
57	400
59	410
62	441
76	469
88	480
94	492
110	506
41	119
45	87
54	61
63	54
74	24
84	11
421	2
435	9
436	12
455	26
466	29
487	54
39	429
40	442
44	459
55	471
59	483
46	258
45	268
46	291
51	293
59	323
63	346
68	362
70	386
77	393
78	400
87	419
88	426
94	447
112	476
126	488
143	510
43	188
52	204
61	242
65	264
72	281
71	289
78	309
83	337
91	353
103	385
109	414
114	433
124	447
138	468
76	82
87	62
98	36
116	13
384	8
413	27
424	37
454	65
464	81
468	81
475	97
489	107
502	136
65	123
64	132
65	165
70	186
72	202
80	223
83	237
85	243
92	275
100	303
106	337
117	360
118	375
132	404
141	419
149	437
163	458
169	468
182	489
185	504
95	92
105	72
120	50
140	26
142	23
169	1
176	5
306	2
314	7
341	13
364	31
383	41
407	56
428	69
436	82
447	100
457	115
469	139
484	153
497	185
503	211
90	179
97	200
102	231
107	252
111	265
116	278
118	282
128	314
128	329
131	350
144	366
147	380
150	388
159	400
164	407
168	426
177	438
195	467
208	483
223	506
230	509
94	37
116	103
127	83
130	69
141	58
167	29
181	23
202	22
213	18
240	20
262	20
283	24
308	26
329	41
348	49
115	175
118	201
127	230
126	231
134	261
144	280
142	294
149	318
154	335
153	334
168	374
184	398
197	419
206	436
217	449
222	465
236	478
262	507
134	109
139	93
147	84
165	63
136	185
143	218
148	244
158	255
157	267
163	269
163	283
173	307
170	323
183	345
181	346
189	358
189	369
203	382
220	413
233	432
245	445
253	460
275	483
285	490
301	508
153	114
160	99
165	91
170	84
189	70
194	62
219	49
257	43
273	45
288	49
307	49
334	70
350	88
366	120
374	134
386	149
387	161
390	173
394	179
404	196
410	206
417	231
423	236
434	259
438	275
443	287
454	321
460	338
470	354
476	363
481	385
501	415
152	164
159	177
158	191
162	211
169	224
177	244
180	270
184	276
187	298
191	311
198	323
199	330
202	339
217	371
240	400
254	418
268	439
280	452
300	473
323	495
165	100
171	126
189	99
224	78
240	77
262	84
269	84
291	102
305	113
319	132
323	145
331	158
339	181
351	206
351	224
359	249
369	275
369	275
370	283
374	289
384	305
392	339
408	368
414	388
421	407
434	432
170	55
174	472
177	72
180	151
193	121
204	105
232	102
243	105
255	105
263	110
279	116
294	132
306	156
308	166
315	185
323	192
327	212
338	239
345	273
357	297
358	298
362	318
376	352
388	372
394	392
402	403
403	407
413	424
415	430
429	450
436	459
438	470
441	470
450	480
452	482
180	170
180	186
182	189
192	224
191	228
200	257
202	268
205	282
212	298
220	316
225	331
235	348
234	352
220	123
214	148
225	150
229	156
222	184
233	213
232	221
244	261
253	287
271	329
281	341
279	342
282	362
291	377
307	405
201	174
205	189
206	205
208	212
211	221
216	242
224	270
240	304
244	325
261	353
266	377
263	377
283	415
291	428
303	434
313	449
331	477
237	145
259	152
265	177
272	195
276	203
287	237
291	262
303	278
308	308
323	326
328	350
343	376
347	391
357	415
364	438
377	456
385	470
400	493
406	499
409	509
250	200
256	216
260	233
272	259
289	310
300	330
303	352
324	390
335	416
340	432
336	439
342	443
358	470
366	497
235	395
246	126
266	135
284	163
290	184
303	207
306	226
310	238
317	251
329	283
336	299
338	321
345	331
347	336
360	361
367	393
373	400
387	428
388	437
400	449
408	470
430	501
490	16
500	22
307	80
328	99
339	117
353	138
363	164
372	194
376	208
381	228
380	236
385	248
386	261
396	285
402	296
406	313
421	345
428	359
437	380
447	405
451	426
465	456
479	465
502	495
510	507
297	502
385	93
392	109
400	129
402	133
410	163
426	195
434	203
445	235
459	262
457	268
468	294
480	317
487	333
488	345
508	381
369	77
398	79
407	92
413	99
427	111
452	144
465	166
470	181
478	195
488	213
497	249
509	269
407	240
411	264
415	259
422	292
430	310
432	312
437	328
447	345
452	366
465	388
470	413
480	431
494	452
507	464
430	152
437	160
450	184
450	197
459	210
473	235
482	261
496	293
496	294
503	321
506	323
445	472
472	135
489	56
