x	y
10	18
20	6
10	55
25	43
37	28
65	6
5	133
16	123
35	111
42	96
65	72
68	68
85	53
106	42
124	26
156	19
165	14
170	11
2	178
9	165
5	244
7	235
16	221
20	206
32	183
39	171
49	147
68	119
88	91
96	87
113	69
132	59
149	52
165	40
193	31
224	20
6	313
13	290
27	262
36	244
41	231
51	206
69	170
79	155
81	146
86	138
102	123
107	115
115	111
130	92
158	76
167	70
202	54
215	47
232	34
1	383
12	364
13	351
1	457
13	438
19	426
29	402
30	386
35	359
39	333
42	300
51	280
59	262
78	232
85	221
88	194
101	179
106	168
111	159
119	146
139	130
162	104
188	89
197	84
213	74
228	64
256	53
272	45
280	43
289	38
302	31
328	23
341	18
344	18
364	18
381	17
418	20
437	20
479	40
502	42
505	49
9	491
22	473
42	443
51	431
57	405
61	399
61	372
67	355
68	335
67	312
77	280
80	257
78	252
59	509
74	492
82	476
88	467
98	505
110	474
112	460
110	444
113	438
113	424
113	396
14	91
24	77
44	59
57	46
84	22
90	19
108	4
32	505
47	488
61	466
80	430
86	404
90	386
92	372
91	364
94	350
94	342
99	325
98	287
101	273
106	261
106	253
106	241
121	209
132	191
134	178
137	175
163	143
171	133
188	118
190	117
213	106
230	92
248	85
253	81
294	72
47	56
72	69
84	95
127	273
139	243
143	228
152	216
171	180
174	173
189	158
201	148
223	130
256	116
257	110
266	111
288	101
302	100
338	97
339	99
360	98
382	98
402	104
429	112
450	115
467	123
485	132
500	139
127	330
133	362
135	386
135	406
140	436
142	447
147	457
158	475
183	502
168	248
184	222
190	198
209	179
214	177
230	165
234	160
260	144
264	140
300	128
311	124
328	127
370	122
396	128
423	137
438	146
456	148
463	154
480	161
492	165
158	318
158	347
162	365
165	407
169	434
182	458
190	473
203	498
179	283
186	307
186	327
189	342
202	363
206	382
223	422
226	432
235	459
247	473
270	488
266	492
282	498
185	402
195	427
207	446
210	464
222	475
224	480
241	506
216	224
219	208
238	188
248	185
265	168
292	157
308	154
326	151
335	151
375	158
409	166
419	166
437	176
461	190
487	206
501	220
202	261
206	271
205	282
207	306
219	330
229	362
243	383
252	390
264	409
285	435
291	452
301	465
306	471
320	490
330	506
234	243
249	223
261	206
281	198
291	191
309	186
311	186
344	178
231	277
235	292
242	321
254	341
273	368
283	387
293	401
306	425
312	436
318	445
322	455
354	480
368	497
252	17
281	3
472	5
499	14
244	427
261	448
271	461
271	466
258	443
259	252
273	240
285	223
298	217
308	215
332	210
351	208
357	207
380	211
391	214
417	229
434	239
449	243
459	256
472	260
491	272
488	275
511	292
264	294
271	319
292	264
301	250
322	252
342	252
368	266
387	281
394	288
404	300
416	312
424	311
441	331
471	363
492	379
307	278
317	274
340	285
359	297
377	313
391	327
404	348
404	355
418	376
429	384
444	405
443	410
457	425
469	431
480	446
494	458
504	467
297	314
295	325
324	388
327	396
343	421
361	439
379	461
383	462
387	476
411	496
427	508
306	298
308	302
326	331
330	338
333	355
338	360
348	373
356	384
371	397
389	427
400	443
414	453
420	464
442	484
466	498
327	68
356	71
382	73
380	73
411	72
422	75
433	84
462	88
487	98
496	101
345	319
363	345
380	368
391	376
405	398
420	413
421	427
437	443
453	461
474	478
486	485
505	500
368	41
406	43
431	49
442	55
461	62
482	70
506	75
357	236
381	239
398	252
422	275
440	291
468	321
489	345
504	359
365	180
395	190
408	195
419	198
428	201
455	218
480	230
497	249
350	480
389	509
433	439
441	362
462	384
477	406
493	420
507	437
471	285
492	303
511	325
