x	y
12	32
10	24
25	11
34	4
10	114
19	90
27	71
32	61
1	477
8	487
31	500
12	346
6	317
11	305
10	276
13	257
13	221
21	184
30	151
36	129
55	100
57	94
69	76
71	66
16	400
21	413
26	436
38	459
62	482
72	493
89	502
102	511
41	268
38	259
44	229
47	216
57	182
61	169
64	156
72	121
79	116
88	101
93	90
104	71
110	62
35	313
38	324
36	345
41	381
53	412
63	424
73	439
95	471
99	473
116	479
124	486
154	498
64	17
72	1
68	270
69	253
77	227
79	200
91	167
94	167
96	165
102	139
112	117
125	87
138	73
150	62
64	314
65	332
71	350
79	383
80	386
78	394
91	408
96	421
119	445
147	459
184	478
191	482
217	484
237	491
86	37
105	15
113	14
100	253
104	246
102	212
92	291
99	320
103	338
114	360
131	378
146	386
149	391
162	402
195	420
201	401
197	396
187	389
177	383
165	364
154	352
140	337
131	317
123	301
114	272
118	405
135	417
147	426
172	441
186	445
213	456
241	463
258	465
275	478
290	480
317	476
341	467
118	480
136	142
142	125
158	93
187	59
193	57
193	53
123	178
129	200
133	232
133	234
143	266
155	286
163	308
174	323
189	343
210	371
232	387
237	387
256	395
274	398
144	17
159	2
166	79
179	65
173	132
176	114
194	93
199	90
217	69
231	58
241	49
163	196
169	234
170	249
174	263
186	282
209	314
231	345
260	355
271	364
291	367
313	370
343	358
362	344
371	331
368	324
372	313
377	271
377	264
380	242
381	221
372	210
371	202
364	183
348	165
340	160
184	24
207	3
198	395
199	174
201	157
211	138
221	118
234	93
263	72
285	61
301	50
306	48
327	50
335	47
366	54
378	63
394	75
417	92
440	110
442	118
452	125
456	135
458	142
466	159
470	176
474	188
486	224
497	254
501	276
497	297
497	300
502	300
505	332
500	353
503	376
502	426
505	450
508	477
198	208
201	229
205	240
205	251
218	272
233	302
217	417
250	425
270	426
290	423
315	413
331	401
344	400
353	389
360	386
367	383
384	356
211	264
241	12
467	5
481	13
227	345
235	171
237	163
242	147
260	119
272	101
286	94
308	79
313	81
328	80
339	80
361	87
376	105
398	124
405	125
417	146
436	172
439	184
447	207
459	231
463	253
461	267
464	286
463	305
460	331
451	360
443	370
440	386
431	399
426	409
423	412
420	418
413	441
396	469
388	472
374	491
358	497
357	500
336	502
320	506
228	215
234	223
242	250
255	291
265	300
281	319
285	324
304	332
237	52
266	164
278	150
295	141
321	138
348	129
355	129
376	150
404	186
408	212
268	223
270	233
276	251
273	254
288	283
299	295
291	24
307	17
342	15
359	14
378	21
394	34
323	440
337	441
366	429
376	418
386	409
394	399
398	393
418	360
422	342
434	308
434	282
438	270
315	173
329	192
349	225
350	246
349	278
344	303
333	320
296	213
300	233
301	237
315	249
322	266
323	295
322	106
391	115
399	310
400	306
403	297
410	283
406	275
412	258
411	233
403	124
411	502
439	65
444	65
451	77
467	87
486	113
483	111
501	133
509	140
433	19
456	36
444	449
444	500
474	436
474	450
474	462
480	493
499	82
492	124
502	174
