x	y
10	46
34	35
50	26
73	4
29	82
49	66
81	40
87	39
101	21
498	3
510	14
10	193
19	178
27	166
35	154
40	124
59	103
83	78
110	57
123	45
150	24
178	5
187	1
395	9
394	6
413	21
436	38
445	42
466	59
467	61
480	79
492	101
506	125
8	331
24	300
32	289
50	258
67	237
73	225
80	218
108	186
110	183
20	366
29	353
44	341
73	300
79	287
89	266
91	266
106	251
120	234
132	212
140	195
141	188
146	182
151	160
180	136
189	124
206	114
223	102
235	94
255	90
270	87
309	93
330	97
350	101
358	107
1	434
14	417
12	420
13	416
21	414
12	473
28	456
43	428
56	410
60	395
62	386
67	390
80	364
85	351
105	319
116	307
126	287
127	284
150	250
157	234
168	216
174	196
194	167
210	153
226	141
246	133
267	125
295	120
318	127
345	132
44	487
50	475
50	466
63	452
91	422
113	389
110	386
121	368
137	344
148	335
160	310
167	291
175	269
185	247
197	226
200	215
210	205
224	187
242	170
260	160
294	149
322	160
347	169
371	189
385	198
65	500
76	493
84	475
97	467
105	460
108	451
125	436
133	414
148	394
166	374
181	354
198	333
200	324
222	299
234	287
251	274
259	253
268	235
283	216
296	208
301	209
328	209
344	212
109	510
121	501
122	497
143	470
161	445
168	440
181	417
183	407
196	398
209	383
215	374
222	356
235	338
246	324
254	306
250	296
251	284
166	509
177	494
175	494
195	478
213	457
231	440
250	426
263	417
284	397
294	384
311	375
324	363
328	350
333	344
349	312
361	290
372	271
381	249
382	244
296	507
305	496
316	488
338	468
356	452
364	438
380	409
396	383
402	371
410	353
425	322
430	311
439	295
444	264
442	233
434	214
415	186
404	168
387	154
4	265
18	241
29	221
46	206
54	190
63	182
94	160
124	139
144	120
158	102
174	92
193	80
214	67
224	64
240	57
264	56
286	55
318	59
349	68
373	83
393	93
400	104
415	124
23	9
23	5
87	124
104	109
131	84
143	74
167	54
172	52
199	36
232	28
261	23
287	18
296	22
297	21
315	24
339	31
371	37
390	45
398	53
414	67
438	83
459	110
77	221
242	507
254	505
262	493
285	473
302	461
320	442
183	492
199	472
149	242
164	216
182	130
413	503
445	479
458	476
475	467
483	467
499	463
221	417
240	392
260	369
288	343
297	338
314	304
328	276
338	262
335	259
344	246
208	272
218	256
223	240
229	236
250	206
263	200
271	190
287	181
303	178
214	261
253	461
270	446
274	440
297	428
311	412
336	403
341	396
359	369
365	359
378	338
389	312
396	299
404	279
412	260
250	462
256	456
283	305
291	283
303	255
302	249
348	499
372	483
393	474
420	458
439	445
458	436
461	432
486	413
510	407
511	394
508	384
509	363
348	459
402	431
435	398
441	382
449	362
455	328
401	161
412	111
445	91
442	162
458	185
449	400
472	382
482	349
490	290
488	273
486	263
489	241
491	236
498	213
488	178
480	158
480	155
473	137
443	232
474	509
492	501
474	20
497	48
