x	y
325	5
345	12
371	14
398	16
433	17
437	15
437	14
460	9
485	12
8	18
10	16
24	15
43	18
64	10
98	8
107	9
117	7
126	6
163	1
184	3
23	40
30	43
30	38
58	38
90	33
117	35
139	27
135	27
157	27
173	29
206	22
228	25
244	24
245	20
262	24
10	67
20	65
48	62
76	57
93	59
121	56
137	55
192	48
227	47
231	49
256	45
288	49
5	89
26	87
64	87
103	78
127	78
134	77
164	76
193	77
217	74
248	73
280	72
303	73
322	68
331	73
344	70
359	75
379	81
396	79
426	87
450	93
483	107
495	113
1	126
24	118
44	112
59	110
83	110
106	107
119	105
140	100
156	102
170	97
205	97
232	94
282	96
295	95
312	96
315	96
316	95
322	99
351	102
378	111
405	117
421	120
454	128
468	132
478	134
487	143
492	141
9	146
26	141
28	140
68	132
68	131
90	127
119	127
145	131
168	127
195	126
223	121
240	116
266	116
308	122
323	125
338	131
350	134
370	136
388	140
415	147
442	153
459	159
488	170
498	177
510	185
1	176
21	168
34	168
67	158
73	153
111	149
118	150
141	156
175	154
200	158
214	162
224	165
243	166
283	171
300	174
316	184
343	183
359	192
373	198
385	201
393	202
407	208
423	217
449	221
463	233
471	232
491	245
511	265
22	191
51	183
72	178
92	176
120	167
39	212
65	204
74	203
101	196
121	187
145	184
160	181
191	180
217	191
246	195
250	193
289	201
302	206
313	210
345	211
357	214
392	235
405	250
424	270
443	288
455	303
485	329
498	333
511	352
22	234
6	280
21	265
25	260
26	261
37	251
64	227
85	218
96	217
112	213
130	207
140	206
151	201
175	202
189	200
7	316
19	296
44	275
62	257
74	248
91	242
121	230
137	230
166	223
173	222
189	221
226	217
224	218
253	227
276	228
298	243
303	238
321	254
340	271
342	276
363	289
384	310
401	333
414	341
433	363
447	379
464	385
478	402
491	416
7	356
20	335
38	317
60	291
89	269
94	263
2	418
29	396
41	387
48	376
69	357
87	338
87	336
108	305
127	291
152	284
165	275
173	277
194	269
209	272
230	276
241	285
259	299
269	300
280	322
284	324
293	345
316	368
337	387
13	438
19	438
37	425
60	415
83	399
104	381
118	369
134	351
142	343
149	325
171	306
192	301
219	312
225	326
232	341
236	345
261	372
286	382
293	385
293	387
298	393
307	399
322	405
347	417
376	429
389	434
417	445
444	463
452	466
461	470
459	472
495	489
498	493
3	477
26	460
41	454
54	448
53	446
76	435
104	421
124	399
141	384
158	355
173	340
184	365
172	379
156	400
147	409
21	505
55	503
79	490
107	484
113	479
120	475
125	476
167	462
191	458
219	460
239	463
251	467
136	502
157	496
183	489
195	484
215	482
250	487
264	487
296	491
332	501
355	506
369	510
7	387
27	365
52	337
68	315
80	301
93	296
96	290
113	276
134	256
160	249
179	250
197	248
199	248
222	251
251	256
263	256
264	255
269	266
278	283
297	298
310	316
340	352
345	361
370	384
380	398
405	415
418	417
26	258
14	404
26	370
31	488
54	479
75	468
105	456
128	443
153	435
177	426
46	479
84	372
104	354
122	324
132	306
137	304
80	308
81	299
136	350
150	404
179	319
194	434
200	435
184	305
205	336
207	350
214	366
213	372
216	406
221	406
247	426
265	442
284	449
304	458
315	469
332	473
365	481
375	483
401	490
419	491
441	502
452	503
233	378
246	395
264	404
291	422
315	431
339	441
355	451
385	461
229	144
256	144
279	145
308	151
332	156
349	163
374	164
395	170
424	179
445	190
470	195
479	201
497	216
242	303
245	316
259	330
270	354
258	332
278	20
293	24
327	36
350	40
359	40
370	43
405	50
417	50
429	51
456	59
460	66
476	72
498	82
297	271
319	284
332	295
344	315
364	332
387	359
407	378
433	402
450	425
466	432
483	445
488	455
273	444
279	286
305	312
348	247
376	258
385	270
396	286
406	295
422	307
436	323
449	332
466	345
478	359
488	368
505	385
400	327
460	264
483	285
504	301
511	308
490	44
