x	y
13	189
3	224
26	208
48	194
14	247
35	236
54	220
62	220
87	205
96	196
6	286
29	265
43	259
69	240
75	237
84	230
97	224
122	214
145	202
3	335
21	332
53	317
69	317
80	309
110	301
126	291
156	277
166	273
198	267
214	249
236	246
240	243
269	240
273	241
291	236
305	240
316	236
326	241
364	245
384	248
416	251
429	260
458	271
491	276
508	289
24	353
48	344
69	337
96	328
102	326
116	323
121	319
138	311
174	300
181	299
183	299
206	296
239	289
262	289
283	289
312	287
344	294
370	295
384	294
401	303
420	308
452	323
470	332
504	350
14	389
23	379
45	371
69	368
71	363
91	361
102	356
122	346
144	336
179	326
210	323
234	320
256	315
296	313
323	315
342	314
377	322
394	324
1	415
17	410
31	405
38	400
46	401
75	388
108	377
129	371
132	369
154	364
189	353
208	350
226	345
255	343
271	339
283	341
322	340
349	342
376	349
384	346
412	347
425	354
458	364
489	372
499	375
511	386
8	440
19	436
28	435
43	429
61	415
79	415
113	402
144	391
167	388
191	380
202	372
219	369
243	367
267	368
300	368
313	363
343	370
359	370
410	378
432	385
451	390
459	389
482	399
494	406
14	464
27	457
36	450
48	451
55	448
86	435
113	427
135	424
161	413
179	409
213	399
230	397
254	394
271	395
289	390
315	389
360	395
377	395
404	403
429	411
466	421
469	426
484	433
487	430
14	485
44	471
51	473
80	462
100	453
125	452
151	440
175	438
197	432
208	426
235	420
267	417
294	417
331	417
360	424
378	422
384	428
389	427
396	428
405	435
414	435
440	449
473	458
480	463
17	511
28	503
48	497
62	494
80	484
111	473
138	474
159	466
184	461
205	452
216	450
220	452
220	450
244	444
273	441
285	444
310	442
355	450
379	454
98	504
129	494
151	493
165	487
190	484
202	477
226	472
243	472
272	472
306	471
339	474
352	471
389	477
405	478
436	482
447	479
486	491
506	495
3	23
2	136
15	123
13	118
31	112
48	97
68	83
101	68
113	62
127	46
149	40
162	29
185	17
195	14
218	4
231	4
358	7
381	10
395	15
420	30
443	34
451	47
477	60
495	66
500	70
11	63
13	49
28	23
53	5
1	102
12	96
15	94
22	90
28	85
45	70
60	62
74	51
86	44
99	35
113	25
122	23
142	6
422	1
440	10
454	16
469	21
502	42
7	153
23	144
40	130
28	302
48	285
61	270
78	263
98	254
122	243
141	229
156	223
166	221
193	209
42	44
70	21
101	2
45	153
56	142
81	114
102	99
111	91
119	82
141	73
165	61
191	48
214	42
229	36
249	34
282	24
292	20
332	26
340	31
358	34
371	36
385	41
400	48
422	60
445	71
462	79
482	96
493	98
510	110
46	156
39	46
86	150
94	137
102	128
128	109
134	104
163	91
170	88
207	73
224	62
250	61
251	57
271	52
277	50
292	53
319	48
328	54
342	57
355	59
378	70
404	74
427	90
456	107
487	122
504	134
67	160
74	290
94	275
117	268
117	264
134	258
151	254
164	248
188	236
218	225
227	221
248	222
284	214
300	212
321	212
350	217
371	219
386	221
402	221
419	231
433	236
455	242
476	245
491	255
491	253
100	171
123	159
146	148
153	148
173	139
177	139
206	126
228	121
251	118
255	119
266	120
295	119
304	120
339	122
360	122
375	125
398	133
406	133
412	142
430	147
446	163
470	172
501	187
89	8
93	144
95	197
123	136
153	124
157	118
179	110
217	97
238	90
257	80
282	79
308	74
323	78
350	86
367	93
388	97
397	102
410	110
430	117
434	120
460	133
484	151
495	159
501	161
510	167
162	173
181	165
207	155
215	148
241	150
268	144
295	140
323	143
342	148
368	149
377	154
400	165
425	174
434	182
439	186
440	186
473	202
482	209
503	215
145	313
183	188
202	183
212	181
232	173
257	170
284	170
310	168
319	170
335	173
360	175
391	192
428	209
462	223
476	225
223	499
257	499
281	498
305	495
325	500
354	499
375	501
403	505
429	509
445	510
216	266
237	269
251	264
264	266
292	261
309	263
316	261
346	264
374	266
386	271
395	271
421	278
430	286
438	287
450	295
480	305
510	320
268	192
282	193
310	189
322	193
343	191
348	192
284	100
295	97
510	15
403	168
433	313
448	13
476	205
489	7
498	99
