x	y
12	32
31	11
8	244
35	200
14	294
22	292
34	276
43	256
49	238
54	228
6	352
16	338
18	337
3	418
14	407
21	395
27	375
37	346
50	326
57	293
67	271
79	254
88	243
85	232
92	224
57	510
77	509
109	491
137	479
166	478
197	472
169	503
189	499
208	500
231	495
258	486
297	478
318	475
322	475
329	472
365	458
379	455
406	438
414	431
428	420
444	403
471	371
474	361
488	331
493	311
501	284
501	263
505	246
506	174
502	154
499	133
490	123
479	106
454	79
420	55
389	44
388	43
344	37
329	38
320	45
301	52
268	68
245	79
230	86
227	94
196	126
183	137
177	151
173	159
164	177
153	216
150	228
152	249
151	249
148	257
152	273
147	284
153	296
146	310
144	330
150	341
174	376
197	390
228	405
238	414
259	418
274	418
301	416
314	413
332	413
340	409
269	511
294	508
308	509
335	500
368	495
379	489
395	477
408	472
433	461
439	449
474	427
472	425
486	412
501	380
3	89
3	85
12	70
17	71
37	45
55	26
64	18
87	2
8	496
23	483
42	465
75	443
102	426
5	141
11	134
27	110
40	76
72	58
28	447
52	419
64	413
79	391
93	365
24	169
50	135
73	115
74	107
107	79
121	54
130	53
143	36
146	31
160	21
182	12
45	100
68	83
75	74
400	511
437	497
459	476
481	462
62	168
79	137
64	360
79	329
84	302
92	275
53	230
68	481
77	477
87	474
97	469
115	455
120	453
145	446
167	447
187	444
220	451
255	454
254	456
305	447
319	443
345	435
365	424
382	413
410	392
422	381
434	362
448	340
458	304
465	296
469	280
472	268
481	246
485	214
478	198
477	169
472	158
458	134
448	120
437	104
418	89
383	73
356	62
59	175
104	21
133	2
82	2
109	156
110	151
119	128
137	97
151	73
175	48
184	46
225	21
246	5
495	18
120	243
121	220
126	207
117	295
115	318
123	358
133	383
149	400
158	408
183	416
194	420
134	42
136	162
146	148
157	122
168	106
193	84
215	65
247	44
273	22
283	19
312	11
317	12
333	5
357	6
372	5
409	15
437	24
454	34
467	45
485	66
495	82
505	95
506	486
495	497
166	315
183	347
202	364
225	373
236	379
271	384
281	389
320	387
342	376
357	376
394	358
411	346
433	319
439	310
170	411
180	44
182	218
189	181
199	165
181	288
188	292
195	319
210	340
226	357
227	364
214	202
218	194
223	176
231	159
236	137
243	124
266	100
290	88
300	83
323	82
333	86
365	96
381	105
390	106
405	120
422	135
432	147
449	176
453	195
454	211
456	246
206	250
213	270
218	290
226	309
237	325
248	336
259	344
273	351
272	351
313	353
325	350
359	342
380	328
397	317
414	299
419	279
428	238
426	236
422	237
423	224
419	191
416	180
412	160
372	137
358	125
325	114
304	122
289	128
268	148
260	156
257	174
255	184
258	223
266	250
271	250
276	278
284	300
299	309
319	315
334	310
346	295
359	267
357	267
363	251
366	218
362	192
346	156
326	153
313	154
307	157
295	163
283	191
224	368
238	242
240	262
239	269
241	279
247	291
260	308
248	282
262	29
301	229
305	194
317	178
334	205
332	212
334	225
335	264
307	271
382	282
387	274
391	260
397	223
394	199
389	180
456	479
461	139
464	145
473	8
491	13
493	15
