x	y
10	23
18	5
11	55
27	30
46	10
50	8
504	9
1	150
17	132
23	120
33	102
41	96
57	75
72	55
90	41
113	23
134	3
426	15
453	30
467	51
492	75
505	106
12	198
16	178
32	156
44	137
56	113
66	101
73	92
75	86
107	58
132	43
150	29
179	13
201	5
312	3
330	8
345	8
369	20
372	17
395	27
397	28
417	34
439	53
460	83
479	105
496	131
506	149
10	276
17	255
15	248
23	233
31	214
38	200
42	194
54	163
59	159
71	135
91	114
109	87
121	78
145	61
162	49
190	35
220	27
241	23
273	28
292	25
311	31
329	37
352	43
377	54
390	71
399	79
404	90
425	116
440	140
443	162
450	183
453	208
460	239
457	261
459	283
456	307
454	354
451	376
438	400
436	423
432	436
426	458
423	462
407	497
399	511
5	386
9	366
19	333
21	314
31	281
41	253
51	236
64	203
78	178
94	151
102	143
108	131
117	119
138	96
145	88
154	82
199	57
218	52
239	42
1	465
16	440
23	412
25	407
25	397
35	380
42	351
47	324
54	301
58	284
67	264
75	251
80	229
87	209
94	203
102	190
110	174
116	165
127	147
142	131
155	115
11	506
15	493
18	480
29	456
37	440
105	504
113	480
122	463
132	433
139	412
144	396
150	365
153	359
162	328
166	314
171	288
176	265
175	243
181	207
198	172
213	147
241	128
267	114
302	110
321	114
339	124
347	139
365	155
379	177
385	189
386	202
388	243
390	256
391	274
387	299
384	312
374	344
358	385
353	405
341	431
333	453
331	463
326	469
310	491
300	509
132	506
137	490
142	468
149	457
146	453
153	444
169	404
176	383
179	368
183	349
185	332
187	305
194	288
198	254
202	241
204	232
218	195
225	174
244	156
259	140
279	134
286	135
304	136
325	144
339	163
356	190
357	195
364	211
372	229
372	252
370	266
360	299
361	321
353	336
349	356
343	376
338	396
330	406
331	411
324	427
316	439
298	465
287	487
286	490
278	494
265	510
161	491
169	463
181	430
191	403
202	376
205	350
210	317
219	291
218	275
226	253
231	232
235	220
243	199
262	175
269	164
284	163
310	165
326	181
332	192
346	213
347	228
343	272
338	311
330	341
315	380
312	399
303	410
299	423
298	429
283	454
268	471
253	492
240	508
53	508
55	501
67	484
74	469
80	443
84	416
93	403
96	386
97	375
110	354
105	352
108	339
117	324
120	304
123	275
129	250
232	485
242	472
252	461
262	438
271	429
283	407
284	406
290	382
295	374
298	369
305	349
312	336
317	311
313	299
321	274
321	261
328	236
324	211
305	186
275	186
259	215
253	245
249	256
247	262
240	292
240	302
235	310
230	342
228	376
219	387
213	398
207	418
202	436
195	453
189	473
187	485
2	110
8	99
27	77
46	52
61	37
81	16
96	3
471	15
494	34
511	56
28	510
34	497
42	491
47	459
53	446
56	427
69	395
78	370
90	335
90	318
93	304
100	293
100	271
103	266
106	242
114	225
120	214
138	177
148	164
165	131
186	112
198	91
220	80
237	71
272	59
272	56
285	57
305	54
310	55
343	64
369	83
383	99
397	122
414	143
418	160
423	171
428	195
431	205
433	236
438	257
433	286
434	307
435	329
430	359
426	386
422	408
411	427
402	446
395	474
392	481
379	492
366	490
377	468
389	438
397	419
402	382
328	508
335	495
350	465
363	452
368	422
379	395
385	368
395	348
399	325
407	310
409	305
413	280
413	268
412	236
413	218
412	208
403	180
397	161
388	148
370	121
350	106
328	94
312	86
285	85
272	83
272	85
242	93
224	109
204	128
206	125
189	146
173	171
163	188
158	196
151	233
152	264
148	291
140	307
133	334
130	366
123	383
116	401
109	414
107	428
100	448
97	467
88	485
79	508
62	337
67	319
76	301
80	290
81	46
89	37
369	507
117	81
147	26
184	149
201	497
225	462
233	439
254	422
265	391
276	363
290	339
289	334
304	306
231	425
238	397
248	383
253	369
257	354
266	338
275	329
284	296
287	282
295	267
296	263
301	227
290	205
283	214
276	247
273	257
267	285
262	301
252	319
276	191
427	501
438	481
452	452
448	442
454	426
468	386
476	361
476	348
476	321
474	306
349	511
476	504
484	482
450	504
451	496
465	473
465	469
477	440
477	432
481	403
418	66
424	74
442	98
462	122
468	144
482	162
499	192
505	208
469	47
499	504
500	484
506	471
502	454
502	415
503	403
510	366
502	340
504	331
502	326
501	321
502	309
496	303
494	280
488	255
484	238
480	222
482	209
473	189
498	309
509	19
