x	y
10	14
2	144
16	121
21	103
34	80
52	54
61	42
72	27
79	15
8	320
8	314
23	282
29	262
39	239
38	223
46	211
57	185
64	169
76	147
79	142
88	128
100	88
108	74
122	53
137	34
142	21
2	440
4	427
20	399
19	390
28	360
37	345
38	334
41	325
51	296
52	286
60	279
68	244
75	215
9	490
18	475
34	445
45	421
42	424
48	408
49	405
63	367
65	350
69	338
66	330
40	503
44	498
46	499
6	60
23	40
42	8
4	237
8	216
12	206
27	181
34	160
39	139
50	117
60	100
69	84
83	65
95	37
123	3
125	1
23	108
28	95
56	182
59	455
93	384
93	352
91	318
91	288
95	265
97	259
101	236
108	210
107	184
111	186
114	166
115	142
124	112
134	97
138	91
153	62
166	48
173	36
195	12
490	4
504	14
89	433
88	463
93	484
109	78
122	418
121	391
126	379
121	370
124	349
126	314
123	296
127	273
125	275
126	243
135	219
142	200
144	182
149	157
159	123
163	109
177	84
193	62
209	41
220	28
232	7
454	22
471	37
500	71
120	466
125	469
127	489
156	281
157	300
159	330
159	344
157	363
151	385
155	396
154	399
155	423
155	453
151	474
159	486
182	171
187	147
190	122
199	101
217	86
233	58
252	38
258	31
284	18
314	6
176	228
181	264
183	287
184	308
189	317
194	352
201	365
211	393
222	413
223	418
228	421
228	425
242	455
252	473
269	489
271	498
182	471
192	497
188	418
195	437
207	457
220	477
230	491
231	497
208	204
207	187
217	166
220	134
213	263
215	300
222	311
225	332
233	354
238	373
247	387
260	407
265	417
277	442
286	458
305	478
330	509
239	209
236	227
238	249
242	270
251	298
258	331
271	357
276	378
285	399
296	417
310	446
324	455
337	477
358	495
407	506
388	486
370	468
347	437
334	418
321	394
312	369
304	348
297	327
285	308
281	297
284	278
276	252
274	239
276	236
268	215
266	194
260	180
252	161
246	133
252	114
251	95
262	73
272	61
295	37
307	35
323	34
347	26
366	38
373	43
393	55
413	78
417	84
425	108
431	121
428	122
442	149
445	166
455	191
277	55
286	112
304	98
306	97
318	93
345	102
358	105
357	109
365	124
381	150
385	166
401	195
402	205
423	240
419	238
428	257
432	269
442	276
463	304
485	341
506	359
284	157
295	177
302	201
301	205
305	225
307	236
313	259
314	281
317	298
323	318
334	345
349	375
357	394
365	405
378	426
390	445
408	460
421	472
435	496
449	507
304	68
335	58
352	63
370	76
389	101
394	111
402	131
406	140
408	151
419	165
420	178
433	194
435	204
445	218
443	213
461	240
477	278
492	298
319	115
334	124
340	138
340	138
352	153
357	176
368	208
379	225
385	248
385	246
398	266
405	277
430	316
455	346
462	357
478	378
499	400
508	413
310	128
308	134
314	144
320	168
331	188
343	225
353	247
367	279
375	296
386	317
402	346
420	375
433	394
328	417
358	316
361	331
373	352
391	390
396	400
416	422
425	435
422	433
438	448
450	456
462	476
472	487
491	506
398	22
423	42
440	60
451	71
474	85
492	110
510	138
381	88
428	436
440	448
449	458
443	56
444	504
439	142
462	120
466	132
474	153
485	191
489	220
491	221
499	230
505	251
460	411
470	422
481	434
489	448
499	457
502	463
484	498
500	12
496	457
