x	y
487	14
509	47
508	118
501	97
497	90
487	59
478	47
459	19
382	7
400	25
420	51
434	79
445	97
459	128
467	169
468	197
467	214
467	236
460	261
457	277
451	297
445	311
439	321
427	347
408	370
391	385
378	415
366	421
354	432
331	457
308	468
285	483
265	499
262	504
293	4
317	6
330	12
351	24
366	39
370	44
393	65
405	88
415	94
419	110
432	147
440	162
437	184
440	204
435	234
429	258
424	274
419	297
396	333
386	356
373	368
365	384
341	402
335	416
313	427
294	440
270	458
262	459
256	465
248	475
239	484
213	495
187	504
30	11
56	6
16	46
40	36
58	27
19	105
27	100
46	86
54	80
81	67
97	60
109	54
128	46
146	43
175	40
191	42
212	41
213	39
227	43
250	53
266	52
285	61
301	69
310	75
330	88
353	116
369	136
377	153
376	171
384	190
380	217
375	239
373	242
369	261
344	295
333	312
318	321
300	339
283	353
280	350
279	352
257	362
251	367
245	372
225	378
216	383
195	384
171	383
166	380
142	382
121	370
103	355
91	346
78	319
66	317
60	340
61	346
65	366
87	380
110	394
127	403
144	410
164	410
204	414
218	408
232	406
272	390
281	379
295	373
318	357
315	355
337	339
346	333
366	319
385	291
390	277
400	267
403	251
407	231
409	212
412	175
404	159
408	152
394	127
394	117
379	95
366	82
336	58
319	39
300	33
280	27
255	19
235	19
215	16
186	15
155	13
137	22
126	23
112	22
88	39
65	47
53	57
29	70
8	85
15	146
25	137
41	124
62	112
70	108
78	96
91	91
133	72
162	66
175	65
198	66
210	73
229	74
241	80
254	86
274	89
301	105
330	125
336	140
349	162
352	193
347	221
340	254
329	270
318	281
311	287
290	310
261	336
231	348
204	358
172	359
157	354
127	344
104	317
96	295
95	273
100	264
100	252
101	233
112	206
4	208
13	197
25	181
44	159
57	148
74	130
100	120
118	110
139	102
164	95
170	95
191	99
214	97
234	105
262	117
286	131
300	148
317	169
322	184
320	209
313	231
298	256
286	272
266	298
231	319
216	327
183	330
145	321
129	311
11	235
18	227
26	217
35	210
42	190
5	336
12	319
16	293
22	273
27	407
36	381
36	381
37	367
36	344
43	310
43	292
42	277
45	266
51	235
61	211
64	186
73	175
94	157
108	143
135	132
165	123
181	124
205	128
221	132
243	136
257	145
268	154
268	159
283	185
287	200
283	216
280	234
265	250
238	274
216	274
182	255
178	247
179	224
192	217
214	213
2	474
14	466
25	451
43	428
51	415
59	402
64	376
51	510
68	495
74	494
95	483
7	388
19	500
23	488
38	478
61	469
65	462
80	460
92	456
102	451
125	452
132	446
151	447
175	442
184	443
197	447
223	438
242	434
250	434
273	416
288	405
311	392
332	376
312	505
329	489
364	466
378	449
387	433
396	425
408	412
416	396
425	374
428	354
6	80
49	58
49	30
72	301
72	277
72	255
83	226
86	204
113	178
128	160
151	147
167	142
190	149
158	176
138	196
133	211
125	232
124	256
127	262
131	267
138	282
168	299
185	304
210	302
212	303
96	425
111	426
364	503
389	482
408	458
418	439
436	418
448	398
451	380
460	372
462	360
461	345
466	323
477	296
487	272
492	245
493	217
494	202
498	176
486	127
475	104
469	87
459	70
440	39
428	16
137	483
148	483
176	479
200	471
206	467
158	218
163	205
179	190
211	189
224	194
163	274
174	280
189	502
225	160
240	170
258	197
258	204
254	223
244	232
216	248
204	247
246	236
251	310
322	122
341	304
334	410
355	395
365	78
410	504
424	483
441	464
447	451
363	272
379	411
454	491
462	475
473	454
476	411
484	399
484	387
488	369
490	366
493	344
496	313
485	487
511	474
508	457
508	445
509	435
511	401
508	399
510	371
