x	y
18	16
36	6
6	56
23	46
43	32
54	30
70	16
80	16
106	5
2	84
16	78
39	70
55	56
76	47
88	38
102	35
113	27
136	18
146	17
442	7
440	7
464	15
477	22
493	27
493	33
503	37
9	115
20	108
44	101
81	75
108	60
131	51
150	42
179	32
193	29
216	17
223	16
230	12
264	5
289	5
293	1
311	5
331	6
357	8
378	15
401	27
426	35
453	47
498	59
19	139
46	123
66	118
93	106
107	90
112	96
120	87
143	79
147	76
179	63
196	53
224	44
249	39
266	36
275	30
280	36
310	32
322	30
346	32
6	209
20	203
37	192
70	185
84	176
104	168
104	164
111	166
157	155
167	147
180	141
207	135
233	127
267	125
282	125
314	123
341	128
378	136
400	144
427	146
457	159
491	169
508	172
10	233
18	230
36	222
72	212
99	200
126	187
127	192
140	181
156	182
178	174
194	163
218	157
237	153
242	151
259	152
293	152
306	153
330	154
367	159
379	167
407	169
446	176
8	259
15	257
46	244
63	246
83	240
100	234
119	233
118	229
149	231
166	227
187	219
210	215
234	209
251	207
278	204
299	203
316	210
322	206
346	218
368	218
396	220
408	226
439	231
446	236
468	236
500	246
8	282
34	277
71	268
97	264
126	259
148	255
178	249
208	242
210	244
221	242
235	236
267	239
284	235
316	237
343	245
356	251
362	250
393	252
407	251
437	260
452	267
472	267
495	277
511	277
5	330
44	323
64	322
95	316
104	318
132	312
145	308
173	303
192	298
232	294
253	294
272	295
298	290
299	292
310	290
314	287
326	286
336	286
360	282
378	282
383	278
410	284
449	290
458	292
493	301
511	307
18	361
43	354
57	347
68	350
93	343
108	342
133	339
138	339
171	327
185	329
208	325
233	320
263	319
284	320
294	321
307	321
326	315
360	306
367	309
395	311
412	309
433	315
434	313
446	315
462	324
483	325
510	326
1	390
28	390
70	396
89	395
114	393
131	389
158	387
208	381
228	382
247	380
268	381
298	380
318	380
340	382
354	382
397	386
402	392
420	390
453	395
468	396
492	402
505	412
27	418
40	420
57	420
84	425
119	422
153	420
181	415
203	409
224	413
258	416
284	416
309	415
336	415
359	415
370	418
383	421
422	416
439	418
467	421
4	451
20	449
53	448
76	453
90	453
121	449
128	451
149	449
189	444
232	441
271	446
297	445
319	445
319	447
334	446
362	445
389	448
412	445
448	446
486	441
12	473
34	480
64	481
94	482
110	478
123	481
146	478
174	471
194	468
220	469
247	472
250	476
273	475
304	480
317	480
353	482
370	480
382	480
406	475
415	476
444	472
467	475
482	471
504	472
28	504
54	510
100	511
106	508
113	507
129	502
149	498
166	502
177	503
190	501
215	503
222	500
240	502
265	505
281	508
322	511
341	509
356	510
374	508
411	503
432	506
448	500
471	506
496	497
509	501
5	177
22	167
38	163
54	156
73	150
87	143
106	135
129	131
156	127
161	122
190	114
221	106
234	97
262	92
295	95
304	95
322	96
343	100
359	105
382	112
390	112
413	115
435	122
454	128
485	141
507	148
5	310
35	304
71	297
97	288
107	289
125	288
145	281
172	278
199	275
214	272
223	272
229	266
244	268
272	266
300	262
69	373
87	373
96	368
115	369
147	364
181	355
194	350
212	356
235	355
261	352
289	350
331	350
344	351
366	358
406	361
426	369
453	369
474	374
485	375
489	379
494	381
138	108
166	97
190	83
202	80
213	75
241	70
262	66
267	65
285	59
315	60
335	55
369	55
389	61
406	60
422	66
438	69
444	71
451	76
477	79
488	85
508	95
169	198
183	192
196	192
218	190
239	180
276	180
293	179
306	176
344	186
353	184
403	198
411	200
422	197
448	206
465	206
480	217
506	221
378	86
402	93
422	99
442	103
444	103
465	106
492	113
511	120
405	337
435	339
460	345
481	353
499	353
