x	y
505	5
511	10
4	8
458	5
467	17
480	33
497	57
506	66
507	96
7	35
48	13
419	12
433	27
443	33
463	52
473	69
478	74
491	98
498	114
509	139
8	73
31	58
53	39
68	30
102	10
125	4
153	4
351	9
358	13
359	13
381	25
405	44
419	53
434	67
451	85
464	103
477	128
477	141
484	147
490	161
492	184
493	185
498	216
496	233
505	274
507	293
505	320
506	338
505	359
500	375
497	383
494	411
493	428
489	449
479	480
468	508
5	127
30	87
43	77
3	189
10	174
21	153
25	141
48	104
68	80
88	62
113	34
129	24
7	252
11	246
27	210
33	183
50	163
60	139
77	115
80	114
75	110
101	91
109	77
135	52
153	38
170	26
185	20
231	9
244	9
259	11
287	15
317	28
334	32
346	41
353	47
370	59
380	64
387	81
399	101
405	113
423	135
434	155
444	188
445	213
442	231
444	258
439	284
435	290
429	306
426	328
423	338
415	362
414	373
413	380
403	419
392	443
384	471
382	473
377	485
370	495
14	311
28	277
39	256
48	231
48	215
58	200
63	182
67	180
79	159
95	134
117	105
114	105
127	96
138	85
159	67
186	55
191	47
236	41
265	37
275	44
289	44
304	51
334	68
350	79
369	102
374	105
385	127
399	150
402	157
408	174
416	192
414	226
417	247
416	256
402	289
397	324
390	348
386	385
386	388
381	398
376	420
360	454
347	476
350	477
6	374
23	348
21	341
38	316
48	304
52	294
50	283
62	263
67	245
77	222
94	181
108	152
110	154
125	131
153	102
177	87
192	78
212	71
245	67
274	68
278	71
306	81
335	105
354	131
377	158
385	193
389	226
391	242
11	469
16	455
20	449
29	430
35	414
37	400
45	390
49	376
16	504
26	489
41	461
43	465
47	447
56	421
67	392
76	368
79	357
89	326
94	305
99	303
112	272
121	250
121	239
123	235
132	220
148	199
150	184
176	160
190	143
200	133
211	133
226	129
246	124
253	122
281	126
303	134
317	134
331	149
347	164
353	178
359	189
363	205
366	233
370	249
370	263
373	297
365	333
361	351
357	358
360	384
350	404
348	411
345	424
334	442
323	464
316	479
308	495
300	502
70	485
89	459
91	452
90	452
98	440
115	412
121	397
138	359
138	342
147	316
152	305
162	288
167	274
186	238
196	211
214	189
235	177
262	172
275	179
285	187
308	198
314	211
314	244
309	261
308	268
305	276
299	300
276	340
266	352
252	383
235	412
222	424
216	445
207	458
201	466
191	484
179	504
93	491
112	466
128	444
137	414
141	407
148	395
155	382
162	358
168	340
176	335
185	310
187	306
196	279
204	260
209	231
220	219
231	205
151	503
167	473
176	461
186	437
205	407
217	382
228	363
238	334
248	300
252	272
261	253
270	226
265	223
278	215
293	236
284	254
279	280
277	292
262	319
3	426
22	393
31	379
40	370
41	371
203	508
215	497
223	482
237	460
248	447
266	412
272	392
284	382
298	348
303	347
310	327
120	499
132	478
149	450
160	428
168	425
179	398
191	365
196	358
201	337
211	323
215	298
228	277
235	252
236	235
244	216
57	346
60	325
69	302
79	275
92	247
113	191
131	169
150	141
180	115
195	111
202	106
223	98
254	93
293	101
71	443
86	416
88	406
89	397
98	377
112	347
126	310
137	275
143	270
148	243
158	226
174	200
178	189
196	175
220	157
244	151
90	136
106	79
121	58
432	510
442	486
449	472
452	472
457	446
463	430
469	414
469	400
474	386
472	374
473	358
480	339
477	334
483	306
264	511
274	497
292	465
301	444
312	437
323	406
148	244
242	499
265	468
277	438
296	415
303	394
316	375
319	369
328	353
329	344
338	314
342	287
340	257
346	228
340	201
324	182
298	157
264	149
411	483
426	451
435	425
436	420
440	399
447	377
451	355
452	346
452	332
453	326
461	298
464	285
469	269
472	245
469	223
473	208
468	204
466	177
458	157
445	120
430	107
421	92
304	450
322	87
327	95
370	509
368	53
502	504
509	477
