x	y
1	59
15	54
44	36
10	128
20	127
48	115
66	109
86	100
91	94
105	90
130	85
155	75
188	67
212	61
235	55
250	50
280	48
293	43
320	42
356	43
373	44
422	56
442	59
464	74
500	94
504	96
21	166
36	156
48	151
81	141
95	142
116	134
127	129
145	120
171	114
181	104
199	99
210	98
245	97
263	92
297	97
320	103
343	109
370	116
407	126
432	139
431	137
467	158
493	163
4	221
21	206
42	191
53	187
78	173
19	251
32	244
52	224
76	209
90	203
105	194
136	166
172	154
189	145
202	139
228	134
271	133
291	137
315	140
340	144
351	143
364	151
372	154
394	164
413	177
426	182
446	192
468	212
483	215
502	240
18	322
41	313
68	298
80	282
28	393
43	384
57	367
76	350
86	335
108	307
123	299
132	282
144	263
157	249
177	228
194	217
206	208
214	199
224	195
243	189
247	190
249	188
281	175
303	175
309	176
307	175
342	177
367	185
386	201
399	206
418	224
441	263
442	265
448	273
474	305
485	319
503	339
4	451
13	439
38	425
51	417
78	395
94	380
109	366
127	344
159	307
176	288
185	272
198	260
208	248
214	244
237	227
259	219
274	214
287	214
316	210
334	215
337	214
361	224
382	256
408	301
424	322
429	325
449	352
462	365
484	371
506	386
24	478
31	471
38	465
52	458
72	444
106	421
115	414
133	402
147	383
160	373
178	339
191	323
208	296
214	289
232	272
255	253
271	246
300	247
327	250
346	262
352	272
364	291
370	306
386	330
407	354
425	381
455	406
476	416
499	424
76	508
84	510
90	507
105	504
122	496
139	487
145	485
178	470
186	458
202	431
213	421
226	396
238	384
252	358
175	511
199	495
217	485
227	480
259	462
276	447
278	439
342	508
7	94
47	77
61	70
58	68
87	59
103	51
116	48
137	40
150	39
177	29
187	26
216	24
231	19
244	14
256	14
283	9
310	9
330	6
364	11
391	17
415	22
441	23
452	26
465	25
482	24
501	23
3	368
10	361
30	348
1	7
35	1
61	1
96	9
126	5
145	1
9	294
31	275
51	268
89	242
116	227
135	212
145	207
165	194
188	182
209	170
226	166
7	291
30	244
75	291
91	473
101	470
117	462
139	447
161	423
173	411
196	383
213	351
233	329
242	321
257	294
275	276
106	373
107	373
110	306
192	177
207	173
213	490
240	433
250	413
263	402
271	385
284	346
284	333
289	316
251	309
265	393
319	478
305	396
311	426
335	447
352	464
362	468
376	478
395	492
407	493
437	502
464	510
322	288
332	313
330	332
332	354
337	378
350	406
365	423
397	455
353	80
375	78
414	92
430	98
458	113
456	114
478	118
492	123
496	127
501	127
333	331
357	346
358	350
369	374
384	387
388	400
420	429
444	445
457	454
472	473
478	481
500	494
371	428
353	352
381	441
405	415
411	421
463	244
476	255
489	266
498	282
498	198
509	63
500	381
