x	y
416	10
436	24
450	40
470	68
478	91
484	107
492	127
490	137
500	165
498	177
501	204
502	236
504	236
500	242
505	270
507	290
504	312
505	336
510	360
508	376
506	409
505	421
1	45
19	35
50	13
69	9
309	3
334	15
351	36
381	59
402	77
409	85
423	114
432	149
438	187
440	212
443	262
438	289
426	325
420	337
413	354
396	377
383	397
373	411
359	419
3	87
27	64
32	60
50	51
81	39
96	27
114	20
4	128
17	113
35	97
40	90
62	81
81	69
121	45
150	36
175	29
186	23
206	25
225	20
247	25
263	28
287	37
311	47
320	50
319	52
333	63
336	66
360	85
381	102
401	133
402	144
407	159
411	181
411	203
409	222
414	238
414	248
409	249
412	262
407	280
403	303
391	333
384	336
377	350
364	361
355	373
354	372
336	391
313	399
312	401
286	410
247	417
223	421
211	420
191	414
172	407
4	180
13	170
32	144
33	142
56	119
56	111
81	97
102	87
124	78
144	71
156	65
179	58
196	61
227	57
253	60
267	65
296	71
318	94
333	99
340	112
346	117
350	125
371	148
375	167
381	184
385	200
385	221
383	246
380	259
378	278
368	302
356	327
340	338
316	364
292	379
268	387
257	389
231	389
200	387
190	386
169	376
155	364
146	349
134	324
132	301
129	270
137	240
141	214
142	198
170	174
191	161
224	161
5	274
6	262
19	236
31	205
38	181
41	182
55	159
64	146
91	119
6	394
16	406
10	426
8	504
15	492
24	472
23	465
6	87
9	346
14	332
18	318
27	292
36	267
44	255
45	242
56	215
72	190
83	173
87	163
108	145
117	130
140	113
165	100
197	96
215	89
234	94
266	99
286	108
306	126
336	149
341	168
347	182
352	210
356	229
348	248
339	280
324	297
312	306
279	324
264	330
47	507
50	495
47	480
43	472
43	346
49	322
52	294
61	288
65	282
69	263
77	254
90	220
92	210
101	195
111	187
116	179
131	165
160	139
190	128
219	120
246	129
290	144
298	159
305	155
311	175
323	207
323	230
315	257
299	270
285	291
275	297
35	386
34	403
42	426
42	434
57	49
64	409
67	433
86	479
96	496
78	310
86	354
89	366
93	386
94	390
93	403
98	432
79	468
109	413
119	425
125	437
106	252
102	317
113	342
117	361
122	380
132	404
141	417
175	439
121	474
142	483
154	491
167	501
176	504
207	509
236	508
261	507
279	507
288	504
293	506
330	490
342	485
359	467
356	511
370	504
384	489
404	475
424	449
166	470
173	472
196	475
207	479
223	477
255	481
271	479
289	473
307	467
332	451
161	250
169	228
183	209
204	190
160	296
160	305
169	329
183	348
202	355
211	357
237	356
251	359
266	360
291	346
299	343
181	385
193	230
190	294
189	309
205	327
241	238
240	244
236	262
214	263
216	298
224	325
236	321
243	316
247	314
250	297
261	271
267	248
266	210
254	196
269	159
282	174
292	196
294	205
294	216
377	13
397	30
405	38
426	63
436	77
442	95
452	110
459	137
467	164
471	191
470	203
471	213
475	234
472	259
474	284
468	300
463	337
462	364
452	389
447	407
441	426
288	288
288	148
297	439
315	430
304	373
322	135
317	463
322	399
468	11
475	21
480	34
492	56
499	72
502	78
509	99
410	417
427	392
429	388
440	84
460	478
466	460
476	412
496	478
495	461
