x	y
17	16
58	3
40	23
30	38
21	37
11	54
5	66
104	2
91	10
73	26
52	44
46	54
31	70
22	85
11	95
169	9
167	9
158	13
145	23
133	33
115	45
91	66
78	87
55	117
51	130
33	154
30	164
23	190
17	200
12	221
13	251
6	296
3	311
9	335
14	349
21	367
28	397
33	404
45	421
56	441
61	453
71	462
76	476
80	484
87	503
206	9
192	21
172	33
138	63
119	82
99	99
90	110
80	128
62	153
51	170
45	191
37	212
32	246
32	255
30	275
35	296
35	313
32	328
38	349
43	374
65	408
78	433
84	452
92	460
111	492
278	2
255	6
239	18
214	31
201	43
177	58
144	87
136	99
134	98
118	106
112	117
97	144
89	152
81	171
69	200
63	220
58	241
54	266
57	303
59	308
63	349
68	363
74	387
88	413
104	433
115	454
133	479
150	493
488	12
502	370
482	400
474	403
449	425
429	443
419	449
406	458
407	454
398	461
368	466
338	471
315	469
282	470
504	409
470	480
448	487
421	489
381	497
352	497
326	501
309	497
290	495
261	483
238	469
219	453
197	441
172	422
159	397
149	387
149	375
144	364
135	336
127	301
126	259
127	255
132	238
136	214
143	199
162	164
181	142
199	130
225	114
259	103
283	99
300	105
321	101
342	108
363	119
371	122
382	127
404	152
416	173
424	183
433	222
435	233
434	261
430	284
422	297
417	309
404	325
395	342
380	349
363	362
343	367
342	367
324	373
292	377
254	365
231	347
229	347
209	312
202	296
195	281
202	264
201	250
218	230
224	219
238	213
259	205
273	201
281	198
294	201
299	198
332	217
346	232
351	256
355	271
351	269
343	301
335	312
308	325
293	326
275	318
261	312
256	298
247	273
259	249
270	245
276	242
110	24
83	50
62	65
52	88
34	106
23	127
20	129
10	146
4	175
7	464
15	472
29	501
29	508
358	15
338	13
309	18
294	22
287	24
268	27
263	28
414	10
437	14
464	24
473	35
489	50
494	35
494	24
384	20
393	23
409	35
438	43
452	55
469	80
478	102
478	127
486	149
486	183
488	219
488	241
480	257
484	272
479	283
469	308
451	354
434	373
420	379
396	396
374	410
353	417
334	422
320	419
301	418
283	419
264	419
260	419
235	405
203	387
200	375
179	349
189	330
199	338
200	348
218	366
233	379
249	391
281	397
314	397
343	394
368	382
387	375
403	367
416	350
424	339
436	318
447	292
455	275
458	257
461	234
466	224
465	203
469	190
466	167
468	160
457	139
447	120
441	117
435	108
417	91
384	71
360	62
337	60
311	55
282	53
263	55
246	59
233	60
195	72
174	94
147	111
131	134
120	145
111	160
93	206
84	221
82	259
78	279
80	314
84	346
93	366
107	389
113	408
127	424
144	446
167	478
185	497
73	52
335	37
349	39
371	46
391	52
401	60
437	74
461	102
436	58
491	71
500	99
501	109
498	112
504	126
506	156
511	180
509	245
507	280
498	299
490	330
478	353
473	367
455	386
424	414
408	421
371	437
357	444
341	442
311	448
302	442
283	442
251	442
216	427
201	412
189	399
168	369
158	339
155	324
150	298
147	270
157	247
169	206
197	192
218	172
233	165
252	154
292	147
308	151
331	157
354	169
362	177
380	196
392	231
391	252
378	265
371	234
363	217
339	190
330	188
310	175
305	175
285	175
283	176
250	177
219	195
204	217
183	232
176	259
175	258
172	288
173	312
172	315
129	71
131	99
253	85
235	82
212	92
176	116
163	131
149	139
134	164
115	202
110	239
104	256
100	270
102	318
112	355
134	391
140	405
159	434
180	456
199	473
229	496
256	506
307	82
349	88
379	94
377	98
396	107
415	127
429	145
444	177
411	91
138	129
416	122
278	126
269	131
257	132
256	132
248	133
215	145
203	157
174	189
309	129
322	127
330	131
354	141
367	144
383	162
387	168
408	197
414	219
414	257
404	276
405	283
397	298
388	310
374	334
166	164
185	170
503	438
478	443
455	455
238	216
266	226
242	243
221	272
227	299
242	325
257	337
286	351
314	347
347	335
359	315
365	307
379	284
379	270
302	221
318	231
328	250
323	268
329	271
321	289
295	276
292	273
279	266
276	283
280	297
291	308
401	290
378	325
431	339
10	405
23	431
33	456
50	485
55	499
275	369
501	505
468	508
454	511
168	409
201	441
63	462
