x	y
13	3
2	428
11	443
18	447
28	462
47	484
63	500
43	8
27	23
5	49
10	404
31	429
55	458
67	469
72	476
91	494
68	20
59	27
37	53
30	63
19	79
5	99
2	110
7	351
22	369
27	370
41	405
57	418
78	442
90	465
106	478
123	489
161	13
134	28
111	48
94	65
73	90
73	91
64	106
39	142
38	143
32	175
26	187
24	203
23	225
24	240
29	261
31	267
35	282
43	307
67	342
77	359
84	376
96	386
116	402
126	416
164	438
180	446
208	460
214	466
226	466
249	482
276	494
300	507
410	2
468	9
457	14
437	23
397	33
372	29
357	27
328	30
325	28
293	34
283	39
252	44
221	47
205	47
170	59
143	67
127	81
105	93
92	110
80	120
76	128
62	151
55	180
56	199
55	226
57	258
57	268
66	282
68	285
72	300
89	328
88	334
102	350
117	374
133	386
155	402
180	419
190	424
210	432
239	446
255	454
275	468
299	477
314	485
318	489
340	493
364	505
369	507
125	3
108	17
97	24
87	35
69	55
55	68
40	93
32	105
24	116
19	139
5	162
3	179
4	202
5	265
11	291
18	304
24	316
35	336
41	347
38	346
46	359
49	369
59	383
86	410
100	424
121	439
138	449
154	460
192	476
225	495
244	508
322	4
311	6
305	6
276	12
246	16
212	21
196	24
191	27
170	33
150	41
87	7
361	54
395	54
421	53
445	56
459	60
478	65
211	70
191	75
160	89
144	99
106	121
89	155
90	158
80	172
76	189
72	230
79	239
78	257
88	285
98	296
109	313
117	328
143	342
159	350
170	357
190	370
199	377
213	388
226	392
251	402
274	414
279	416
284	423
313	430
330	435
356	447
372	452
387	464
397	461
413	473
452	495
455	502
467	504
269	68
291	67
307	71
332	73
338	73
379	76
388	76
413	86
439	98
448	106
462	112
478	123
507	146
462	81
482	97
492	104
497	110
505	109
265	94
244	90
224	92
209	95
176	107
151	125
122	148
117	158
111	172
105	184
106	192
98	213
101	227
105	248
116	283
122	292
131	302
159	323
179	335
183	338
198	348
215	351
223	352
268	368
278	374
318	388
325	94
348	97
372	104
393	111
412	117
435	128
451	140
477	155
488	164
507	185
309	105
327	117
337	116
353	123
375	128
384	130
392	135
407	136
430	155
440	162
451	171
476	191
482	195
505	216
510	221
236	108
274	118
286	127
298	128
310	130
317	139
350	149
380	154
405	164
421	172
440	187
466	209
483	234
493	236
504	249
189	127
177	136
163	145
141	169
130	194
123	227
124	252
141	276
171	299
205	323
218	327
233	332
263	347
293	353
301	358
314	366
350	382
377	396
377	398
411	414
428	426
436	433
458	445
482	462
498	492
201	129
207	128
242	133
263	139
285	147
305	155
319	162
359	178
382	187
445	131
497	138
183	158
167	172
154	191
146	201
143	229
148	235
153	247
171	268
202	294
206	300
213	304
237	310
257	314
266	319
292	330
305	333
314	338
337	353
354	362
382	379
391	383
422	398
436	410
458	416
477	436
494	440
230	157
259	163
281	168
289	173
289	172
303	180
306	184
322	186
335	193
365	207
390	210
425	233
452	168
189	198
195	221
220	237
225	234
254	241
279	246
297	256
306	259
327	265
345	269
364	278
388	281
407	293
421	303
449	316
459	323
476	334
492	347
510	364
236	179
262	187
293	199
305	205
331	216
346	219
358	225
386	237
410	246
429	262
452	270
477	283
501	290
489	265
475	253
461	231
435	211
419	197
396	183
388	203
217	213
229	215
248	218
254	217
264	219
279	225
295	225
305	231
328	241
340	240
361	254
370	258
388	262
412	273
434	282
463	305
475	307
496	320
511	333
237	197
237	196
251	198
168	220
180	243
193	262
201	275
228	283
265	299
279	296
314	306
351	315
355	318
385	328
397	333
440	358
458	373
471	392
484	403
507	418
509	425
474	214
489	235
205	230
210	252
232	257
247	264
268	267
310	284
330	287
362	296
382	306
393	311
422	325
430	330
440	341
457	348
480	372
489	374
504	391
342	337
356	336
372	349
394	359
415	372
432	383
461	392
63	342
152	376
176	392
211	408
221	414
247	425
252	432
282	441
309	458
339	470
364	480
378	485
396	498
417	505
267	386
280	391
306	401
322	412
338	411
364	419
381	428
388	432
413	445
434	458
435	463
466	479
478	486
490	486
13	485
34	504
134	387
187	446
128	468
172	491
188	500
74	480
416	478
416	476
272	494
508	496
