x	y
36	13
9	36
96	2
84	5
53	29
35	42
5	62
508	315
500	330
493	343
480	372
472	376
466	380
458	397
451	406
500	474
499	475
467	494
459	500
443	509
501	14
166	11
142	13
118	26
87	37
79	44
66	52
42	72
18	90
5	110
17	394
17	396
36	412
54	416
68	423
89	434
94	430
109	437
129	439
165	439
174	437
176	433
203	433
221	430
229	434
250	423
284	411
310	388
332	363
348	340
358	324
364	318
372	299
375	292
386	265
392	230
393	205
383	165
375	147
348	118
336	108
316	90
283	78
266	73
253	69
215	58
215	60
175	62
157	67
133	78
113	93
88	107
78	112
59	128
38	156
35	175
23	188
15	211
15	223
13	248
12	261
18	292
29	315
37	327
43	339
56	352
73	365
93	371
120	378
153	381
170	384
174	383
192	378
220	372
231	370
245	360
271	338
292	313
294	314
312	268
322	241
330	232
333	204
319	174
301	154
281	140
252	129
234	120
207	119
175	121
153	122
118	126
101	133
80	145
70	164
58	187
46	198
46	217
42	269
47	283
46	290
59	305
72	326
75	325
94	343
104	341
120	353
149	352
172	352
181	351
214	336
231	327
253	312
271	293
278	270
285	257
276	225
266	209
239	184
229	184
209	180
174	177
161	177
139	182
119	196
114	200
111	206
102	223
96	242
425	6
439	15
466	19
481	38
478	43
488	57
493	74
498	96
500	102
504	114
502	144
509	175
503	213
500	232
498	240
492	268
491	267
473	316
459	347
438	376
430	384
420	397
405	420
387	441
361	457
219	21
203	24
194	32
179	37
154	37
131	49
104	58
96	66
74	83
54	97
47	102
42	112
30	115
18	139
5	162
11	338
16	353
55	382
74	393
98	403
104	408
131	412
151	409
178	408
192	407
199	404
222	403
249	391
271	381
300	351
312	336
312	335
320	322
332	308
348	274
354	260
357	256
358	242
358	226
358	205
362	203
355	195
355	179
347	161
330	135
308	120
275	104
255	98
233	91
208	91
182	93
174	89
159	93
155	95
133	110
273	18
301	15
316	17
315	15
318	14
336	18
345	16
362	24
375	24
392	24
433	44
439	49
458	68
467	83
475	101
396	46
405	57
415	61
423	68
440	95
453	112
454	131
472	158
470	173
475	189
474	188
475	210
464	243
456	268
441	298
427	324
419	346
414	350
402	379
394	392
378	399
367	420
344	436
334	447
332	454
305	472
300	478
281	478
262	483
256	483
242	486
220	489
194	487
169	493
150	493
114	492
91	488
56	484
39	476
19	466
360	51
381	69
395	89
415	103
421	116
437	146
442	170
448	195
447	218
281	48
297	52
304	56
323	63
336	69
349	81
360	93
384	119
403	143
414	174
422	195
422	204
421	232
421	262
406	303
408	306
395	324
389	333
379	348
373	361
364	374
348	392
326	419
315	430
291	446
241	461
215	459
186	460
161	465
148	463
120	464
109	463
79	457
68	453
34	440
15	433
4	424
422	72
463	76
349	114
166	148
138	151
116	162
96	177
87	195
80	198
69	224
68	244
78	276
80	287
95	299
107	309
120	314
125	321
142	322
156	326
206	148
226	148
252	160
276	173
293	200
257	198
161	209
140	215
120	231
116	246
116	262
130	285
154	300
189	313
205	209
219	209
242	221
187	235
219	240
254	267
235	291
212	300
193	307
162	272
173	273
184	276
204	275
220	272
483	409
472	422
443	441
420	455
396	470
391	472
358	486
342	496
326	497
33	369
498	429
490	443
471	457
438	481
406	493
395	507
365	420
17	504
504	507
21	468
