x	y
18	3
15	17
49	19
39	38
27	55
16	69
16	72
247	1
226	12
197	21
183	27
159	39
152	46
121	73
99	96
82	123
69	139
57	163
47	178
37	194
28	211
17	226
11	245
7	251
7	273
1	301
6	407
6	410
22	444
33	466
38	472
51	494
64	510
342	5
314	13
294	20
271	27
255	30
223	45
205	54
191	59
176	72
169	79
156	93
151	94
136	110
127	125
102	149
94	169
77	191
58	231
47	268
39	294
38	308
33	330
34	356
36	385
43	405
50	426
59	441
74	475
90	497
501	11
475	23
449	29
437	32
429	32
499	48
472	54
461	60
439	64
405	68
392	66
368	66
351	71
339	69
429	5
401	17
382	23
361	35
326	42
295	60
279	67
266	68
226	77
207	85
199	95
59	17
502	88
484	90
132	7
116	17
108	20
93	30
75	51
56	74
49	78
49	79
42	89
40	96
26	101
2	119
34	99
279	101
257	109
250	109
225	114
204	118
181	131
150	150
130	168
116	182
100	206
95	225
91	240
100	275
98	293
98	326
100	341
107	368
115	391
124	403
135	419
141	435
147	441
160	460
176	484
173	481
188	495
200	507
305	97
330	98
346	95
365	100
389	99
417	104
432	107
438	109
464	114
501	124
25	144
5	178
6	489
14	503
319	137
305	137
275	136
274	137
254	143
230	147
194	163
186	165
177	173
155	186
145	204
126	229
100	257
331	133
368	133
388	138
416	139
419	138
433	146
460	149
506	163
116	139
315	172
294	175
276	172
241	177
217	182
201	190
187	202
166	222
156	234
135	279
130	309
135	332
145	354
154	380
162	390
170	406
200	421
203	426
228	453
249	470
259	482
267	487
292	503
301	504
369	167
370	170
400	171
422	173
440	179
459	187
484	191
494	202
494	203
344	194
378	203
389	201
406	209
425	210
444	207
458	216
457	215
473	229
484	231
495	245
29	202
423	225
433	236
454	247
474	264
505	290
196	232
184	247
178	258
173	279
168	283
247	225
230	240
217	254
206	270
202	273
197	290
201	305
197	320
335	222
352	225
380	236
389	246
423	265
433	275
444	279
475	302
484	315
26	221
426	227
499	244
274	255
263	254
251	266
234	276
229	302
231	321
229	344
235	358
258	376
273	390
290	397
314	408
347	412
372	424
394	433
417	448
426	452
452	472
469	485
502	503
309	252
334	253
346	259
364	269
369	272
398	287
422	297
324	285
339	290
373	310
403	328
425	329
453	340
465	342
478	359
495	371
284	318
314	339
336	345
362	346
381	351
407	358
439	375
454	385
472	397
502	417
163	311
176	340
191	376
208	390
225	396
245	418
275	424
290	429
316	440
347	451
387	473
407	491
425	500
65	312
66	343
77	379
80	405
93	430
113	459
118	469
132	491
149	511
328	316
261	344
290	357
297	361
312	373
340	377
358	380
389	394
415	402
445	426
456	434
461	432
473	444
491	456
228	401
262	436
290	458
313	469
323	480
328	480
334	483
352	495
369	507
376	508
197	463
210	478
220	489
231	496
246	507
207	476
363	456
