x	y
9	10
9	455
18	470
25	479
47	493
55	498
447	1
437	3
60	9
43	19
23	33
500	26
492	26
480	32
450	30
249	10
222	7
208	9
185	15
163	16
142	15
119	24
110	26
105	28
89	30
61	43
45	42
31	50
16	58
6	404
10	407
15	423
33	447
40	450
59	467
71	480
87	490
101	498
113	501
295	10
315	7
328	8
344	10
352	8
384	4
401	5
2	13
406	34
387	31
359	34
327	36
303	40
283	35
277	38
258	37
231	41
194	43
155	40
503	50
472	56
448	58
438	59
406	59
73	68
45	76
20	90
7	97
110	61
128	56
164	63
184	64
214	65
237	64
237	67
259	67
286	63
300	65
315	65
329	69
361	75
394	80
425	89
494	89
94	92
88	89
73	98
48	106
33	116
23	127
8	145
8	276
16	292
35	318
56	338
75	345
73	348
99	371
115	375
129	385
148	397
159	402
184	414
208	430
234	439
259	444
280	457
296	469
305	475
346	511
145	89
174	92
195	97
208	103
242	112
265	115
293	123
309	126
338	125
366	127
415	142
431	142
272	93
288	94
319	98
319	96
342	100
371	106
380	107
397	108
466	108
487	117
94	118
64	127
40	147
30	154
22	172
22	189
19	206
18	239
24	251
32	266
53	299
78	323
109	341
128	353
153	370
159	376
181	382
191	388
207	399
222	402
233	407
266	419
288	430
309	440
329	450
128	117
153	116
154	120
172	119
195	121
208	126
221	129
241	133
265	141
290	150
294	153
327	160
348	169
370	179
394	186
400	190
413	199
422	198
449	126
457	129
489	140
508	147
82	145
77	146
69	152
54	179
49	204
47	236
55	256
60	260
76	282
81	288
104	306
133	325
174	352
199	362
208	362
230	371
236	374
255	381
259	384
264	392
282	395
298	405
314	415
325	418
145	139
168	145
193	149
214	156
244	165
259	168
280	177
293	177
323	193
331	195
359	205
364	212
377	217
384	219
410	234
424	242
354	146
383	155
409	166
414	166
425	170
476	165
497	174
89	176
80	186
74	210
76	238
84	251
101	268
97	273
121	283
142	295
163	310
180	318
214	334
221	337
246	348
252	357
287	369
304	376
332	386
343	399
354	407
370	415
399	436
396	437
420	446
427	453
443	468
130	169
135	163
158	172
183	178
209	182
235	182
246	183
459	184
489	206
106	194
97	198
91	222
102	237
121	254
145	271
172	274
184	278
202	276
231	286
250	292
272	302
294	305
298	308
320	321
334	332
351	341
373	345
379	348
395	358
408	366
426	380
438	385
140	194
158	195
198	204
245	205
254	208
283	211
305	212
336	225
362	242
383	256
395	263
465	219
492	246
502	254
143	218
162	221
185	226
199	225
215	226
226	225
241	226
271	237
284	237
311	248
336	258
359	270
374	278
382	285
396	292
413	305
428	307
435	313
127	235
150	244
179	248
211	252
212	250
251	256
279	266
304	277
328	292
345	303
374	314
386	324
406	329
421	341
440	354
461	254
472	266
480	269
496	284
191	297
201	303
215	305
235	311
266	325
287	340
319	356
354	371
361	375
374	385
394	400
406	402
427	415
467	302
502	324
4	324
11	338
479	347
498	377
36	385
47	396
65	408
85	419
109	436
104	435
118	444
135	452
140	459
152	462
171	474
199	489
222	494
248	508
46	357
55	365
69	377
81	386
110	403
122	414
146	429
156	438
180	445
195	451
217	466
242	472
259	481
279	495
280	501
296	508
115	381
376	381
2	402
468	402
477	413
494	429
54	400
67	441
86	447
111	471
136	489
173	504
3	495
10	504
296	438
369	461
399	478
410	483
422	495
24	474
349	485
370	495
392	508
464	480
466	475
486	483
500	488
345	479
265	487
382	501
