x	y
23	3
12	22
85	7
63	32
51	47
43	61
24	80
16	98
113	19
98	36
86	49
67	70
63	79
40	114
31	130
30	134
18	154
15	185
10	193
1	216
1	401
15	419
26	439
35	449
53	477
81	502
220	7
190	24
160	49
147	64
283	1
341	4
303	17
272	29
252	31
230	35
209	50
182	60
171	67
150	75
370	14
439	19
471	5
465	27
463	40
466	46
466	43
463	63
462	76
467	98
474	130
486	168
488	184
492	207
492	216
500	229
499	232
500	248
501	253
507	279
510	309
509	330
509	328
148	24
128	41
114	52
112	60
94	84
75	102
61	125
59	140
46	165
47	173
38	181
40	193
33	219
21	253
21	272
18	289
20	319
18	346
28	387
39	412
40	415
66	449
83	465
91	480
104	492
126	509
503	18
499	39
506	80
504	107
503	116
507	131
50	13
40	23
20	39
2	56
1	491
416	9
383	39
316	39
287	47
259	54
233	67
228	64
202	79
185	86
156	104
133	119
104	141
106	143
77	168
69	185
67	193
56	231
51	245
52	260
48	268
44	282
47	296
44	313
48	330
47	353
61	383
68	401
73	408
92	434
115	465
117	467
138	480
152	496
165	510
374	37
399	56
421	80
440	97
441	102
448	126
454	148
452	165
456	174
463	197
466	223
462	239
462	254
460	265
455	280
457	294
444	317
436	346
416	370
398	374
366	391
363	395
340	406
322	403
307	405
267	414
258	410
230	403
206	396
195	383
179	369
153	347
393	56
315	65
299	69
351	69
384	76
401	102
416	109
426	134
128	89
107	99
96	113
390	88
400	98
362	100
367	101
384	117
401	139
399	141
411	155
422	173
423	178
432	202
434	239
437	262
431	295
413	329
413	336
399	351
226	95
211	107
194	108
174	126
141	146
128	155
115	167
100	182
89	211
85	222
74	242
73	270
75	309
76	338
78	361
83	370
101	401
111	414
121	427
128	441
139	451
156	465
181	479
201	481
223	491
249	491
275	495
298	493
311	494
332	500
337	499
366	495
381	494
393	499
419	499
436	503
456	502
468	508
285	96
306	96
325	108
343	116
358	130
380	152
382	162
391	175
396	178
401	189
410	226
410	242
408	252
405	287
403	304
381	338
365	363
351	373
327	388
325	395
65	113
221	132
204	140
180	149
172	157
154	169
124	197
116	217
103	244
100	264
103	285
102	296
102	299
103	323
109	353
117	377
130	397
145	419
163	433
178	440
199	450
218	457
229	461
246	463
259	469
275	463
288	469
311	455
316	456
332	449
333	454
345	450
368	443
384	440
403	435
437	431
468	435
488	436
272	123
293	121
315	130
336	142
358	159
365	176
366	194
358	190
349	187
336	173
308	159
303	156
273	147
270	145
234	152
204	168
200	169
169	188
152	211
136	233
135	249
134	254
129	277
124	289
131	314
130	336
133	361
137	365
150	378
155	389
168	401
186	417
220	429
235	435
259	439
280	437
301	431
313	433
338	428
346	424
369	419
390	408
409	401
433	385
457	362
376	147
306	183
334	212
341	215
351	233
357	264
206	199
180	218
180	227
174	226
160	249
155	269
153	274
156	295
158	313
186	346
211	363
222	374
231	379
244	385
260	384
281	383
300	371
319	358
322	358
332	338
346	319
355	294
266	189
294	203
314	233
330	255
329	268
327	293
316	319
298	347
269	355
378	232
383	252
379	273
383	288
365	326
238	222
215	233
205	244
193	262
184	280
190	303
205	325
233	342
246	351
289	233
298	249
305	261
308	271
303	277
301	293
293	305
277	325
246	322
224	304
210	289
212	276
225	263
245	249
266	253
482	290
480	306
485	334
485	342
489	373
497	389
502	394
511	407
510	418
238	288
267	271
279	290
260	290
297	347
186	380
491	417
437	412
12	415
6	464
19	474
40	494
193	452
429	456
475	464
489	468
492	468
506	469
338	475
344	475
365	469
407	472
426	476
457	483
471	486
499	499
111	498
208	510
