x	y
3	15
13	6
16	5
5	48
12	39
19	33
40	19
4	88
30	69
49	46
57	37
70	30
90	3
11	123
31	106
42	90
36	511
6	482
26	477
52	483
75	487
87	497
118	511
7	11
14	42
23	29
10	286
9	265
14	232
17	215
26	188
33	164
36	143
57	123
53	115
67	100
76	94
84	78
90	69
119	43
138	35
159	18
173	5
2	351
8	370
15	396
13	409
25	438
33	65
36	317
36	293
40	257
47	226
54	206
59	182
62	168
69	156
81	139
91	118
104	104
117	84
142	61
167	46
188	32
196	29
220	19
230	14
31	356
45	393
47	405
60	427
57	427
73	442
96	463
111	474
140	493
164	503
38	452
66	378
79	407
95	425
124	445
147	461
174	482
66	257
72	245
75	224
78	211
87	195
98	163
114	141
122	130
132	118
144	107
167	84
179	77
191	68
224	47
240	44
253	38
260	36
281	29
286	28
301	23
313	22
333	16
363	16
375	17
394	22
415	26
416	30
422	33
442	34
457	46
463	44
489	60
63	281
69	311
72	331
85	360
98	385
112	402
90	365
94	260
93	254
97	242
103	220
114	201
113	193
134	164
158	134
173	119
196	99
206	95
240	74
262	68
284	60
298	56
312	49
342	50
357	49
375	55
387	61
408	60
424	71
456	78
483	96
504	106
93	295
97	315
108	343
119	359
129	384
142	395
144	402
154	420
170	439
179	450
198	468
208	478
225	490
231	504
242	510
121	13
130	224
136	209
151	186
167	169
181	152
198	136
208	135
226	119
237	111
252	113
264	94
273	93
300	86
320	84
340	84
364	86
380	93
409	98
433	109
454	120
478	132
496	147
121	283
130	301
135	331
140	344
151	357
168	385
172	392
188	412
200	425
220	438
248	470
264	485
287	504
144	403
159	245
160	234
170	215
174	209
187	194
205	174
225	160
253	146
260	143
277	141
310	146
333	150
354	151
377	160
390	162
401	164
441	185
468	202
490	218
503	234
156	294
163	315
161	320
174	340
192	358
200	376
206	384
220	395
248	428
274	452
283	459
297	469
315	484
340	503
344	510
179	452
196	461
172	213
175	484
183	243
199	218
210	207
233	188
232	190
241	187
253	177
266	173
184	280
191	303
205	328
220	348
232	360
237	362
246	374
265	405
287	429
291	430
182	191
204	276
210	257
224	231
237	222
246	218
261	205
287	198
242	260
255	243
281	233
302	244
313	250
331	258
342	261
356	278
371	285
386	302
394	322
407	338
415	350
427	374
439	399
450	416
475	451
489	473
494	475
498	488
504	493
232	303
246	324
246	329
271	361
278	372
281	372
302	394
312	412
323	431
336	451
345	469
235	156
240	368
247	180
256	436
276	457
277	113
294	112
325	115
343	120
367	121
374	125
406	131
438	145
477	166
488	183
511	201
284	268
317	279
336	297
343	301
362	319
375	335
374	341
379	347
385	358
396	381
409	401
409	401
421	421
438	447
450	473
467	496
469	505
482	511
282	296
285	329
297	340
315	367
326	374
339	401
353	425
371	461
393	496
289	462
327	219
351	236
370	249
387	265
403	287
413	297
422	313
426	320
425	324
435	340
447	362
452	368
474	390
496	424
321	183
346	194
365	207
373	214
389	228
391	223
411	237
426	248
435	256
450	260
469	281
476	288
499	310
328	326
341	340
352	358
360	366
376	395
390	422
395	439
408	462
419	483
438	500
361	206
397	197
430	216
451	231
466	240
479	248
501	269
393	437
416	413
423	423
447	297
453	311
458	325
484	17
501	26
461	275
495	61
507	372
