x	y
4	3
25	25
58	9
80	6
117	4
140	3
365	2
386	4
394	4
410	6
434	5
453	14
459	13
468	15
493	19
2	61
7	57
24	50
53	41
78	36
98	33
103	29
131	26
161	25
165	28
198	29
197	28
228	24
248	27
254	29
285	29
310	34
313	40
343	51
355	52
373	59
398	66
416	60
441	66
442	68
463	75
486	79
509	95
12	81
32	73
21	114
42	95
68	77
92	66
105	61
114	57
149	49
12	150
19	147
48	126
53	121
75	106
101	96
119	87
131	88
152	82
179	69
206	61
238	58
246	55
280	64
294	66
316	73
327	79
344	82
371	88
392	103
413	113
443	129
451	132
462	143
474	154
484	168
510	191
4	204
12	245
22	227
30	215
41	204
62	182
80	161
89	159
90	157
106	149
123	132
136	132
156	114
178	101
203	88
212	89
215	87
240	84
16	283
32	259
33	257
51	232
65	214
72	208
88	188
112	178
136	162
158	146
181	135
189	123
221	114
232	112
246	109
258	104
276	100
310	101
337	114
341	113
355	118
377	127
395	137
416	146
421	151
447	169
469	186
486	210
508	238
20	323
24	317
44	289
65	268
81	245
87	227
103	215
1	391
21	381
44	371
63	353
77	339
87	334
109	306
125	281
132	274
147	246
150	236
153	225
162	214
168	209
176	198
190	191
205	177
243	171
276	171
301	177
304	180
328	214
339	226
355	263
362	269
367	286
370	287
383	308
402	325
416	339
441	355
463	365
13	414
33	410
64	385
82	370
95	364
120	343
133	319
150	298
156	289
167	257
186	227
188	216
191	210
196	209
17	447
33	432
56	421
60	415
80	405
98	389
123	373
129	363
146	349
162	330
170	316
174	308
187	290
196	266
208	230
232	203
244	197
281	207
290	221
11	476
22	470
19	474
36	464
52	463
86	455
91	452
118	429
137	417
157	407
170	397
182	387
195	370
201	367
210	348
217	340
226	325
233	304
244	272
81	510
109	505
132	505
128	505
130	499
158	496
188	491
218	482
243	479
253	475
292	480
323	483
346	490
368	492
382	497
384	497
410	499
420	504
436	501
462	507
229	510
236	510
253	503
270	503
293	506
313	506
20	501
33	493
67	485
81	484
89	485
110	476
127	478
136	472
162	459
191	443
221	427
226	430
240	423
267	425
299	431
316	454
305	458
286	457
278	456
266	457
229	458
217	464
201	463
186	468
22	355
25	350
32	347
55	326
77	303
97	275
108	262
117	241
119	240
127	219
138	203
136	200
164	175
190	158
192	155
203	149
221	145
241	138
254	136
280	136
292	133
320	136
352	148
370	152
397	178
414	199
416	209
421	207
432	231
450	256
459	269
463	279
481	300
497	325
17	185
27	175
53	154
68	142
70	139
89	125
104	122
108	120
26	179
73	206
83	193
72	345
91	422
121	403
131	400
162	371
179	353
193	337
193	326
207	306
215	287
224	268
230	248
243	225
92	229
109	348
113	345
150	443
156	436
173	423
191	411
207	401
215	390
167	461
185	99
244	400
259	351
257	314
272	257
269	262
273	280
281	302
282	320
283	351
289	370
293	378
320	414
336	424
358	433
388	443
392	451
428	467
452	478
474	488
499	497
301	339
313	364
317	368
342	394
364	409
378	413
393	421
395	421
411	425
435	441
469	451
480	460
507	465
302	277
304	291
319	315
336	338
353	359
367	378
403	394
428	402
452	417
475	424
500	443
295	386
319	257
333	278
344	303
352	314
359	328
373	340
394	358
403	363
427	380
447	389
457	394
476	400
490	402
342	169
360	175
384	200
393	210
406	235
419	256
428	275
445	289
458	319
464	338
485	353
498	368
504	366
510	381
323	452
362	464
392	472
346	195
352	203
359	214
373	239
386	255
403	280
402	285
427	310
427	318
447	325
367	27
378	27
391	30
402	32
435	37
446	37
462	45
485	50
357	370
380	354
421	81
453	95
471	106
481	114
510	121
406	78
417	343
442	201
460	221
477	245
495	271
508	287
465	145
500	145
510	155
503	327
509	332
