x	y
510	22
20	20
30	5
426	3
438	11
452	24
476	33
486	42
503	61
11	88
34	52
30	50
35	49
33	50
54	28
7	464
16	443
31	425
32	416
41	403
41	406
40	396
20	499
41	483
51	462
63	443
74	408
5	282
7	260
9	238
14	208
19	198
17	158
28	129
29	122
37	111
42	97
55	76
56	71
71	54
92	25
106	6
360	8
368	10
403	26
412	29
426	37
433	47
451	58
473	83
493	109
503	116
23	355
35	316
35	292
34	285
39	260
47	224
44	212
49	182
57	165
56	165
57	160
57	139
66	121
69	114
82	90
90	80
114	48
128	33
148	19
177	5
229	1
251	4
275	7
316	29
334	52
335	59
353	80
359	97
369	108
373	111
388	130
395	148
410	159
417	169
423	185
427	197
444	209
453	222
466	232
484	256
486	254
489	266
50	486
73	483
48	367
71	250
78	214
80	185
89	167
88	146
92	123
70	323
75	352
74	377
109	472
125	483
152	500
102	243
114	216
114	189
117	177
124	158
125	140
130	109
139	72
159	51
190	36
198	32
231	35
254	37
273	46
289	61
306	78
326	103
331	113
352	138
373	168
382	180
392	199
392	199
410	222
431	244
447	264
463	281
473	293
472	292
484	302
495	323
509	339
99	283
106	316
107	339
111	359
118	425
127	439
138	453
152	460
176	481
195	493
205	511
114	371
130	249
136	279
130	280
134	302
140	311
141	325
155	357
137	395
141	403
151	424
143	206
150	225
155	238
159	256
164	285
176	313
179	322
190	355
193	366
167	92
187	77
209	67
246	70
263	88
296	121
313	140
321	146
332	162
341	185
360	208
374	234
386	250
391	262
394	273
399	284
414	309
423	317
438	343
165	151
171	188
179	207
180	231
181	231
192	256
198	277
198	287
214	319
220	337
236	361
177	410
175	409
181	424
193	448
212	468
237	490
264	504
267	508
195	108
215	97
231	108
255	127
260	140
262	159
269	180
281	211
293	233
302	251
311	266
321	292
328	308
334	317
345	344
349	362
356	389
367	400
374	411
399	436
402	449
409	456
431	476
441	490
440	492
455	502
457	499
475	511
192	142
201	164
204	182
211	200
215	229
224	256
233	272
239	299
253	309
262	333
278	359
210	412
223	435
228	450
231	150
239	170
245	200
244	207
254	229
260	242
275	276
277	288
293	318
312	351
227	440
247	419
258	434
277	463
291	482
305	494
330	506
271	405
292	424
310	450
322	460
330	469
271	92
303	390
328	419
327	420
345	434
364	461
377	475
376	472
385	488
407	506
301	167
305	184
318	206
327	231
346	254
353	267
355	269
356	270
373	305
380	310
401	339
412	357
436	378
453	392
476	417
508	451
325	295
326	373
332	323
366	290
387	50
387	51
403	62
416	73
431	90
445	109
463	126
492	156
508	185
381	358
394	379
423	416
440	431
457	449
487	473
499	484
510	496
404	104
417	119
432	136
450	160
471	189
480	194
499	222
398	497
411	114
430	286
438	301
455	317
472	341
474	347
488	371
498	392
510	399
441	492
463	454
503	385
499	56
