x	y
15	28
35	9
13	134
40	107
46	111
45	110
63	85
80	76
94	60
114	47
136	32
172	19
175	17
195	8
195	8
218	7
249	2
472	1
500	16
8	192
25	173
22	173
43	144
67	127
80	107
88	104
99	97
122	75
135	62
164	51
187	43
213	37
233	34
256	29
277	23
289	23
303	18
320	20
322	15
354	19
379	18
398	22
422	18
437	25
442	26
471	37
476	37
487	43
504	51
12	486
9	452
7	434
7	414
2	386
2	371
1	333
4	308
4	288
10	260
6	259
9	239
19	221
1	84
22	59
35	46
60	21
79	7
81	8
9	31
16	503
13	61
32	80
43	71
63	54
78	46
97	28
128	4
131	2
29	277
39	252
42	229
53	205
59	181
77	155
105	121
124	106
141	92
161	76
181	70
193	65
208	63
231	58
255	55
292	44
307	42
326	44
340	42
370	42
399	49
429	48
460	60
477	67
510	87
29	308
27	327
31	348
30	371
28	406
32	428
39	444
50	467
64	491
69	501
47	511
48	510
48	37
52	144
54	345
58	348
58	316
55	291
64	260
68	245
74	228
72	225
82	207
92	170
104	168
125	143
138	130
153	116
170	105
206	85
231	84
249	82
264	78
280	72
306	69
329	72
363	71
384	73
408	76
435	86
458	92
474	99
486	111
48	375
49	380
55	398
59	419
58	423
64	439
77	465
85	477
99	493
113	504
69	372
77	380
75	405
79	418
86	435
92	446
98	459
84	265
96	232
102	218
106	205
116	200
115	192
136	166
158	143
182	127
201	116
232	106
252	106
278	99
294	101
300	99
337	98
355	101
377	115
400	127
435	143
458	153
475	167
501	183
86	326
87	338
96	361
99	376
97	389
104	419
116	443
127	458
143	487
109	264
115	263
119	234
128	222
137	199
152	183
158	181
179	159
191	149
203	143
218	139
235	131
267	125
304	124
331	128
363	133
396	147
419	163
441	171
449	179
466	186
482	201
511	223
111	313
113	335
118	367
123	379
126	396
130	414
134	418
146	435
155	453
160	466
183	494
199	502
119	105
142	266
142	248
150	233
162	221
181	192
202	177
229	164
242	158
253	161
270	152
295	152
320	153
323	153
346	158
369	165
390	172
397	175
405	182
414	186
420	188
446	208
461	219
479	223
496	240
140	310
143	333
149	354
147	375
155	390
161	408
174	436
190	457
200	474
233	504
141	428
152	501
169	266
171	254
181	244
191	227
193	220
208	205
237	193
268	184
277	185
295	181
303	185
324	195
336	203
362	214
387	236
397	239
415	256
417	266
433	279
448	294
466	319
468	332
481	352
500	379
163	310
169	327
173	355
181	365
184	395
200	423
223	452
236	468
253	475
274	499
205	382
216	400
230	422
239	435
197	283
194	272
213	253
228	239
227	239
253	236
288	240
299	244
316	252
338	266
354	278
362	282
382	302
387	314
409	334
418	344
428	351
192	320
209	354
221	365
234	381
241	396
258	420
271	438
278	452
292	473
296	479
316	498
220	288
232	273
251	264
268	263
283	270
298	273
312	293
321	315
343	335
345	344
360	365
387	392
394	393
407	402
439	437
454	454
467	468
471	483
492	501
422	508
413	501
402	486
383	466
373	443
364	428
349	408
346	396
334	385
327	372
320	362
309	338
292	312
276	294
219	320
230	334
275	208
295	216
303	213
321	225
333	229
350	242
372	253
373	261
385	275
399	285
424	310
431	324
452	355
469	378
476	396
480	400
495	416
502	417
510	426
251	334
254	355
261	368
277	398
295	423
303	434
311	449
324	468
281	341
289	358
306	385
322	408
331	427
336	438
357	471
363	478
376	496
339	296
357	312
375	335
380	343
396	359
409	373
433	390
446	403
454	415
464	426
483	447
487	455
501	463
364	188
396	205
408	214
421	234
430	237
446	255
465	273
474	284
486	307
489	316
503	337
503	337
503	339
509	348
368	255
377	267
398	283
375	331
388	422
407	448
420	461
433	476
434	481
454	502
398	436
413	105
434	111
458	128
488	140
508	154
460	272
458	508
465	243
473	253
493	276
504	282
475	437
509	122
