x	y
3	26
14	14
34	9
54	6
63	6
15	76
20	68
35	56
60	41
93	24
112	16
133	9
138	6
165	2
490	3
502	9
2	109
18	98
38	95
60	78
62	72
79	61
104	46
123	36
145	26
168	21
199	18
226	18
237	15
245	14
273	14
290	10
312	13
343	20
359	19
371	20
388	27
400	24
422	34
434	35
449	42
467	50
494	60
9	186
19	165
16	164
39	136
48	132
56	119
64	106
80	97
95	85
114	76
130	65
160	48
22	226
29	213
38	188
44	177
57	154
76	132
95	119
107	102
112	99
113	99
128	91
146	80
166	75
177	71
181	65
198	59
204	61
225	49
237	43
259	38
294	39
14	310
43	283
63	254
75	237
84	216
94	196
99	186
114	166
124	155
145	133
165	123
178	119
216	107
249	88
257	89
269	89
275	88
281	81
296	84
319	82
324	84
336	85
368	89
382	97
403	106
438	123
447	125
456	140
477	155
489	167
507	190
20	347
37	326
44	323
43	322
59	307
71	288
92	259
102	233
108	232
125	198
133	182
146	164
181	140
12	388
15	380
24	374
40	361
43	354
68	336
83	318
93	305
118	277
119	273
138	260
146	244
157	226
172	203
176	185
187	166
207	148
213	142
238	124
262	114
269	114
294	105
306	108
333	111
353	110
358	110
369	114
393	126
410	140
413	137
431	148
435	159
454	186
469	206
484	230
497	249
11	451
32	440
46	428
65	416
81	399
101	385
118	371
129	365
151	345
159	338
179	313
198	294
205	280
220	256
223	246
239	216
247	184
281	160
318	157
343	162
363	164
375	173
394	189
399	198
405	221
417	244
420	250
432	270
439	277
452	296
474	319
494	338
510	353
6	482
21	477
48	470
60	470
89	460
104	453
116	444
132	433
159	412
169	402
184	382
209	363
231	326
238	309
247	279
251	253
256	230
268	200
286	183
308	177
319	178
5	511
26	504
45	499
66	494
85	488
109	477
110	476
128	465
128	465
150	451
168	436
183	424
203	402
211	396
221	378
108	500
132	492
137	489
154	481
180	459
215	437
230	427
230	427
246	421
262	391
259	389
269	372
283	336
285	312
294	277
299	238
298	227
307	203
164	503
175	491
179	492
198	480
217	468
240	453
266	428
271	421
282	407
294	371
12	128
18	128
13	282
21	265
30	258
47	237
53	215
75	186
88	160
104	138
116	131
147	108
152	108
172	99
187	92
198	84
216	76
226	74
250	68
272	62
293	60
324	47
351	44
385	52
394	48
414	56
435	63
446	71
463	78
487	86
506	96
9	281
23	40
35	30
18	414
28	412
45	393
71	374
89	358
99	339
109	325
126	303
142	289
153	273
169	244
177	234
187	208
198	193
212	179
222	168
241	154
254	144
295	129
317	131
340	130
369	139
387	151
406	167
417	178
431	199
452	220
459	238
470	246
498	281
502	286
509	295
19	376
32	150
31	369
78	436
101	421
112	412
125	402
141	391
158	374
159	375
169	360
188	346
197	333
207	322
218	305
224	285
232	278
103	147
97	479
114	500
115	75
129	148
133	221
145	196
154	179
277	506
299	503
332	508
146	320
165	297
178	277
184	271
197	245
209	221
209	225
221	197
141	206
145	486
156	232
203	502
224	498
250	489
272	480
298	479
318	481
343	486
349	482
364	485
377	492
410	503
231	397
236	396
249	346
259	321
262	319
261	297
264	281
272	254
281	224
285	455
291	443
297	437
299	419
314	456
297	270
311	291
311	298
306	327
311	344
309	353
313	364
319	374
320	391
347	415
360	422
364	433
388	445
400	453
420	444
403	427
386	421
389	418
378	411
376	405
368	403
355	394
349	383
339	367
330	344
332	335
334	331
327	312
332	287
324	268
317	227
315	204
331	201
334	211
345	233
357	256
364	267
365	279
370	289
374	296
388	318
406	339
418	351
442	377
454	387
456	388
495	417
506	429
350	191
355	211
370	239
380	255
384	268
405	302
416	320
430	339
442	344
466	368
490	387
505	397
360	450
375	464
395	474
422	480
439	491
445	490
461	496
480	505
489	506
490	508
509	506
488	485
457	473
443	461
361	311
374	332
389	354
400	363
415	382
437	402
466	424
476	432
506	450
358	352
364	361
375	376
395	394
415	411
426	418
433	428
449	437
447	440
469	452
504	471
368	190
384	211
391	234
405	257
411	271
412	276
425	295
443	313
463	340
484	355
504	373
394	74
430	88
449	93
472	104
479	107
503	125
410	379
427	392
397	330
432	15
460	18
479	31
485	33
511	45
420	187
431	223
441	245
461	272
478	286
498	310
457	167
463	176
485	196
500	215
443	234
468	341
453	223
495	147
477	290
495	308
493	282
499	473
