x	y
13	4
7	104
35	77
51	64
74	37
82	25
91	10
395	12
400	19
417	36
442	64
446	81
450	83
460	95
482	119
494	125
507	150
2	173
24	165
50	146
83	130
105	117
136	103
138	99
171	87
187	78
214	70
232	65
248	64
258	63
296	70
9	278
29	269
43	263
51	256
94	243
118	232
144	223
191	219
203	217
208	215
225	210
233	209
253	206
264	208
306	203
316	203
332	202
344	205
369	213
393	217
420	225
431	228
471	238
486	246
501	251
1	323
42	298
55	294
77	286
122	267
140	261
166	258
193	253
205	253
235	244
243	245
255	239
285	241
302	239
338	245
355	246
390	257
421	259
447	274
468	279
499	288
510	291
38	351
64	353
84	349
106	342
137	334
171	330
200	327
216	326
235	324
256	318
280	322
316	323
349	326
359	329
384	334
408	341
421	342
438	343
467	352
471	354
495	359
5	394
40	387
51	391
84	380
118	369
163	368
190	365
206	361
229	357
260	359
269	361
300	359
318	360
328	365
346	370
355	371
373	378
409	384
426	388
461	389
486	388
497	392
16	431
45	425
77	427
96	426
130	432
153	434
184	436
190	434
217	428
234	430
264	425
292	429
317	424
350	419
372	418
393	419
413	424
421	423
440	427
476	429
485	428
500	426
2	469
24	468
41	471
55	463
85	460
101	461
195	511
201	509
243	502
267	495
292	495
322	499
351	495
382	498
415	499
437	499
468	501
497	499
11	243
58	219
82	209
107	198
133	180
163	168
175	162
196	146
227	139
257	140
289	143
306	142
322	149
337	151
359	167
370	170
393	179
404	187
6	61
13	56
29	42
42	23
5	144
35	123
48	115
76	95
109	74
131	61
138	63
151	52
173	40
196	32
218	29
251	28
274	29
292	34
299	37
316	43
330	53
349	62
360	75
372	87
390	101
419	115
455	144
470	154
503	173
17	203
25	201
51	185
56	186
64	181
81	169
99	161
123	152
122	149
136	136
161	131
172	121
168	120
190	115
202	113
222	103
233	103
253	105
276	105
295	109
291	107
314	111
321	112
342	118
356	119
377	135
400	144
414	160
432	172
447	186
470	196
490	209
54	62
45	470
72	490
94	488
106	485
116	486
141	482
178	479
202	469
235	464
257	463
296	458
345	460
373	459
376	458
398	463
436	469
462	467
483	469
489	471
506	467
88	311
111	310
140	298
151	301
188	288
205	291
218	285
235	280
259	276
277	277
315	280
334	280
369	288
390	292
412	299
425	300
436	308
458	310
473	315
494	319
122	27
134	23
154	4
334	8
354	18
370	31
382	45
388	48
414	73
138	401
160	399
169	401
190	396
194	395
217	396
227	392
255	390
264	393
298	395
119	109
132	66
153	135
156	205
166	196
195	188
203	185
214	179
225	175
246	175
273	171
282	173
315	177
436	5
449	20
461	41
480	66
496	82
502	91
387	179
478	5
504	41
481	119
