x	y
16	4
456	8
474	21
501	49
508	364
504	379
481	406
457	425
441	438
424	445
411	452
384	463
352	472
332	477
305	480
266	478
248	479
226	469
199	454
183	441
166	424
159	409
139	382
125	333
122	306
129	283
3	42
37	20
56	11
399	2
400	3
421	16
435	27
446	34
456	41
472	62
488	79
500	93
7	69
37	52
48	48
77	27
101	21
106	16
121	11
134	4
139	3
194	1
250	2
313	5
342	10
360	22
382	34
393	43
412	60
430	79
444	109
464	132
472	151
476	174
482	185
485	223
479	247
482	269
479	283
474	285
455	298
427	339
4	105
33	85
63	66
82	54
95	47
118	37
142	25
165	22
194	9
14	124
27	112
28	113
41	107
59	98
77	96
92	79
100	75
120	62
136	57
152	51
185	41
209	33
220	33
246	27
273	29
297	37
310	35
334	45
360	55
372	65
400	86
412	100
421	113
435	137
433	138
447	164
452	177
456	187
456	215
454	217
454	237
452	251
447	260
448	272
425	304
415	314
393	342
395	348
370	370
338	385
287	396
258	392
237	384
229	374
15	281
18	271
25	257
32	239
34	228
47	217
55	203
61	188
68	176
87	159
94	149
105	140
126	120
136	113
136	109
144	104
12	395
16	384
26	366
23	362
29	334
36	306
42	292
51	268
60	244
63	242
68	230
72	221
84	203
95	180
113	163
138	141
150	135
164	124
185	106
200	95
206	92
242	80
251	85
272	81
292	85
318	95
326	99
336	104
363	126
377	135
396	173
405	200
12	455
15	442
52	502
58	480
67	453
64	428
65	412
68	391
82	497
19	203
20	200
35	179
46	168
71	139
84	124
86	124
96	114
110	101
116	96
126	87
157	74
167	72
192	65
219	61
227	61
249	58
276	60
320	69
342	77
360	84
373	96
381	108
390	117
407	135
419	156
425	169
431	200
428	222
427	247
415	266
400	290
395	304
370	325
354	340
350	342
327	350
309	350
13	170
32	153
32	147
48	128
56	118
6	138
22	505
24	500
27	492
32	476
36	458
41	425
41	407
46	394
45	390
53	354
59	337
69	309
73	285
82	267
90	249
87	251
97	239
110	213
137	174
152	160
187	135
204	130
221	119
245	107
264	110
291	112
295	109
308	118
328	125
336	150
309	142
279	132
503	499
34	148
40	139
47	132
69	37
94	320
98	294
106	279
110	261
118	258
123	239
144	209
147	206
156	193
175	178
184	169
209	159
208	156
212	155
221	152
223	150
240	147
266	154
307	168
338	190
345	209
351	242
353	251
346	276
350	273
94	363
96	376
96	417
98	437
105	449
107	474
114	486
121	407
135	437
158	458
173	479
194	486
221	500
218	504
240	505
259	506
273	507
284	507
317	508
341	502
377	496
389	492
407	486
426	475
424	477
430	472
446	466
465	452
493	432
506	426
124	32
144	485
160	508
429	507
459	491
474	483
133	146
163	235
171	212
190	193
204	206
195	224
186	244
183	263
179	300
179	318
192	350
198	376
217	394
241	411
264	423
279	425
303	423
313	424
337	417
368	406
373	405
408	387
424	377
442	362
471	318
475	297
150	286
152	290
148	300
157	323
155	341
161	352
167	369
174	393
202	417
215	437
254	447
260	450
271	453
289	452
308	451
332	451
327	447
348	448
373	439
392	427
416	413
429	407
441	400
457	385
481	359
492	338
501	302
505	275
507	249
511	232
510	206
508	192
510	181
503	167
507	161
499	135
487	124
478	107
470	98
457	76
181	441
191	409
226	180
251	176
264	175
285	182
294	190
311	203
318	212
326	238
320	262
316	276
302	301
218	251
219	238
242	208
254	204
269	207
281	207
298	232
210	289
209	304
220	329
230	344
248	359
263	366
279	374
243	256
257	238
247	313
254	326
295	267
323	323
345	308
370	290
377	274
386	248
381	213
377	211
371	192
361	171
363	124
394	116
407	328
441	359
473	55
