x	y
498	26
5	17
451	13
470	28
474	27
477	36
501	69
1	61
23	45
53	30
63	22
88	17
96	10
102	5
320	2
339	16
344	18
368	33
380	45
395	55
400	63
412	75
422	98
434	108
446	135
463	161
473	182
477	196
483	213
486	239
487	268
494	293
484	321
15	85
36	68
51	58
8	126
31	102
51	90
60	77
83	59
89	51
107	37
126	27
151	16
169	14
207	5
230	7
241	7
261	12
266	12
292	23
312	34
335	44
349	56
362	61
371	71
394	99
415	130
422	150
422	168
431	209
431	224
1	277
6	250
8	234
12	210
24	193
23	183
39	157
50	143
58	132
61	121
76	104
94	82
99	71
117	62
141	46
163	40
174	36
205	38
214	34
220	34
249	41
291	50
310	59
329	70
348	82
347	87
366	103
380	118
387	132
397	150
397	173
404	195
400	209
400	245
399	264
402	292
394	322
386	344
383	355
368	392
362	413
355	429
343	439
325	467
308	490
299	505
1	339
14	323
17	296
27	266
25	260
35	233
46	208
63	171
72	149
90	123
105	105
128	85
156	68
186	61
208	55
233	64
231	60
236	68
273	73
300	92
315	111
312	111
330	134
339	149
356	189
8	437
1	480
9	460
16	439
40	503
52	480
63	450
74	439
81	410
91	380
99	356
106	335
108	331
115	313
114	305
119	285
125	279
129	266
142	245
151	234
150	218
163	203
171	189
198	170
222	163
258	173
277	182
287	202
289	250
279	277
257	312
249	327
239	352
230	375
220	396
208	424
204	432
186	470
170	499
135	502
138	503
141	498
156	484
155	481
161	469
168	451
174	428
181	420
188	400
204	372
210	356
216	334
227	319
234	290
242	265
240	241
245	234
236	229
220	241
216	253
219	264
215	276
212	294
208	290
6	385
9	380
19	356
32	328
40	305
41	294
48	281
50	267
64	233
70	210
79	193
90	172
97	156
107	140
125	123
131	119
138	104
153	95
165	85
177	84
97	508
110	491
109	484
119	448
131	411
139	395
146	377
156	342
155	337
158	309
162	280
165	275
169	246
181	224
190	205
200	200
212	191
226	180
203	504
211	490
229	478
243	457
249	445
263	424
265	410
281	379
288	366
293	352
313	316
320	299
333	271
333	257
336	243
339	231
337	201
327	186
313	151
302	136
284	113
272	110
260	101
254	99
235	98
204	101
170	119
158	124
136	156
112	183
113	191
101	212
95	216
94	225
88	242
79	263
71	297
63	322
57	347
49	364
38	381
31	403
21	420
15	152
20	147
31	133
238	504
256	479
256	474
269	468
282	445
295	426
300	410
303	390
315	357
331	499
338	490
349	477
361	455
365	450
371	436
386	413
397	380
75	495
80	488
85	469
93	450
96	433
106	414
111	392
125	357
130	338
135	318
148	284
19	496
31	476
30	464
38	443
44	428
53	404
66	384
66	376
73	360
84	330
91	304
91	293
101	273
113	241
125	221
132	210
143	185
155	165
175	140
182	135
191	127
209	123
236	125
272	134
283	143
301	176
306	183
311	223
312	241
311	253
307	265
305	274
297	297
282	317
278	328
264	348
261	372
247	392
232	426
216	461
208	461
39	8
52	4
376	19
399	30
426	51
434	68
442	71
455	94
474	126
479	139
490	158
490	169
494	184
507	213
508	234
511	295
510	424
504	452
504	453
508	461
503	479
498	499
490	509
12	51
394	493
402	471
414	455
431	429
436	419
438	410
448	389
446	367
456	322
455	297
444	277
447	275
442	257
52	58
52	187
417	505
422	493
423	495
435	479
437	468
456	431
469	399
474	387
475	368
476	349
479	331
92	85
91	49
120	479
135	470
145	440
156	421
163	399
170	373
179	359
182	337
186	318
181	317
189	291
191	274
198	234
215	214
229	204
237	199
255	200
262	208
265	233
263	246
264	254
254	272
124	481
139	106
147	493
270	510
284	483
297	469
300	463
298	461
315	448
329	416
336	411
343	388
354	365
365	332
376	304
375	275
373	265
374	232
380	200
374	176
365	157
358	134
351	121
336	102
177	489
204	190
210	144
236	147
241	145
260	152
267	151
267	506
286	442
312	405
325	383
330	369
337	344
349	307
349	296
356	273
313	36
313	444
447	500
450	488
459	473
406	8
425	19
445	33
464	66
481	91
494	115
505	136
358	414
369	486
384	461
396	443
400	431
411	418
419	386
423	367
428	345
432	326
423	294
421	269
423	237
391	89
428	152
443	167
449	189
451	203
456	222
464	253
466	268
425	485
471	491
481	453
490	426
492	403
498	378
499	365
498	345
453	12
478	38
