x	y
12	4
44	1
71	2
474	5
494	6
17	62
29	57
58	53
67	53
88	38
107	29
141	29
149	23
168	26
192	21
214	26
248	22
275	22
293	19
327	19
330	21
365	19
379	21
385	25
395	23
409	25
423	33
440	35
469	43
486	45
1	99
28	91
40	89
58	83
67	85
98	73
107	69
123	62
157	57
166	58
191	56
202	56
237	52
271	52
291	57
314	56
329	50
345	52
377	57
403	63
406	62
424	72
449	79
469	84
499	91
511	94
17	128
39	121
47	123
74	117
96	115
107	110
132	115
154	114
183	117
212	120
230	120
259	118
270	114
289	118
324	115
358	117
361	113
371	117
407	117
449	124
460	130
476	137
503	151
11	163
21	161
50	152
65	152
72	146
110	143
159	138
13	199
28	188
35	186
50	181
18	230
30	223
41	222
46	216
67	209
100	188
139	171
154	167
193	161
226	158
248	157
279	162
295	167
306	164
320	173
352	181
376	188
410	199
428	208
454	226
462	234
493	258
12	429
28	415
52	399
75	391
102	359
22	464
30	452
39	451
59	439
82	423
92	414
122	388
140	367
23	507
50	499
78	494
102	479
120	478
145	460
162	442
168	432
178	424
178	418
181	416
193	397
203	382
211	366
125	510
142	501
155	490
174	481
191	462
199	454
218	417
223	400
23	29
2	386
20	366
4	280
9	279
14	269
37	256
39	253
60	241
89	230
121	217
150	205
183	193
202	188
228	188
241	187
254	189
269	189
300	196
309	201
330	203
350	210
368	219
381	224
388	230
414	241
422	247
439	260
460	268
457	272
477	282
477	285
495	299
509	311
15	318
15	310
36	299
58	275
69	270
29	503
48	327
60	319
71	307
90	291
111	271
119	261
131	249
140	246
162	235
179	228
217	221
247	217
268	218
295	227
316	233
332	239
346	243
356	247
369	260
384	274
404	293
421	308
438	330
469	352
487	367
508	375
45	370
55	361
90	453
89	457
106	447
129	431
134	421
160	396
157	394
165	391
183	363
81	299
108	313
119	301
149	280
156	272
165	272
172	265
179	264
214	249
245	249
264	251
283	257
299	259
309	263
320	265
332	275
352	290
368	306
375	314
390	329
405	348
432	363
444	380
462	391
487	404
507	416
102	315
98	413
99	69
146	313
158	295
139	363
139	287
151	84
164	88
194	83
236	86
246	81
257	84
280	84
308	83
322	81
324	83
338	82
348	84
361	85
175	322
195	299
211	278
245	275
255	278
278	282
309	295
326	307
355	338
370	349
391	375
419	394
444	415
459	423
460	422
476	439
488	447
489	446
197	454
213	493
236	488
214	333
223	315
226	302
228	475
237	457
250	423
252	382
247	364
255	425
266	422
279	448
283	459
304	480
308	489
280	330
283	357
285	389
294	397
299	415
320	431
335	445
356	454
268	436
322	348
338	365
357	387
388	409
403	417
411	424
337	407
358	422
386	446
396	450
421	467
438	473
437	474
461	479
486	485
504	496
345	141
365	144
363	147
378	148
391	153
405	160
426	158
457	172
469	169
489	180
509	184
345	371
330	398
366	492
371	500
383	507
358	337
367	347
360	298
416	244
437	499
450	506
446	303
468	315
480	332
499	347
459	228
469	317
488	212
506	220
484	249
511	124
