x	y
15	47
33	28
2	97
15	80
32	72
46	58
47	58
66	29
90	2
5	128
4	204
23	186
41	171
56	159
74	141
77	142
89	129
103	117
117	110
115	107
143	84
164	77
182	58
201	51
233	27
261	11
281	7
289	4
5	244
18	231
26	223
44	207
57	189
75	179
96	167
110	150
123	141
149	123
167	109
208	86
217	77
234	66
260	50
283	42
295	36
310	34
345	36
378	40
393	44
413	47
446	55
471	71
499	79
31	262
43	247
45	242
57	233
72	218
94	205
103	193
113	189
135	167
160	148
176	139
195	126
217	109
241	95
266	80
288	73
308	70
331	66
355	62
380	66
404	71
428	80
456	91
480	106
506	120
508	119
13	320
28	308
61	298
76	291
96	283
111	275
127	265
141	258
165	253
188	241
203	230
220	226
241	218
242	213
266	201
301	193
310	192
342	190
384	195
398	193
420	203
435	207
458	216
463	217
492	236
511	252
2	373
2	368
21	355
45	339
58	332
81	322
83	321
99	312
134	300
151	289
167	278
189	270
199	270
234	259
257	255
281	255
301	252
337	249
356	253
377	251
396	258
407	259
429	268
437	267
459	276
479	278
490	280
509	287
6	404
6	405
26	391
54	385
77	376
91	375
104	371
108	366
118	364
134	355
149	355
170	345
204	334
244	321
251	325
266	319
282	319
304	319
344	322
382	319
399	321
424	329
449	334
467	337
489	346
10	438
29	431
40	422
53	423
59	418
83	406
97	401
114	396
132	394
145	390
154	384
175	372
196	366
217	359
230	353
236	357
251	353
267	352
301	348
314	349
323	348
352	349
361	351
380	356
399	352
423	362
447	367
477	373
501	377
168	511
196	506
218	502
231	500
231	497
250	494
270	491
276	490
314	488
338	482
376	481
405	488
432	490
462	488
493	495
497	498
12	497
22	496
49	490
72	483
84	481
104	472
127	459
137	462
155	454
190	447
197	442
223	441
245	440
282	437
311	435
340	444
346	446
370	449
389	449
404	455
419	454
455	460
466	458
477	463
488	466
19	154
36	138
45	131
56	120
78	102
94	90
108	72
122	56
146	38
153	27
172	2
15	150
6	200
8	14
8	7
33	463
33	460
47	455
71	447
93	438
108	439
123	426
160	420
161	423
167	417
182	416
207	414
236	412
239	413
261	413
284	410
301	410
328	413
345	411
355	413
383	418
392	419
409	421
442	426
465	434
479	432
508	442
23	229
14	48
22	40
33	104
51	84
73	68
91	51
110	30
119	18
37	65
54	50
41	100
64	77
69	67
89	51
56	197
70	264
81	256
97	249
124	238
145	227
174	211
205	194
236	182
252	177
266	170
278	164
295	163
318	154
351	150
381	156
398	162
415	165
432	174
453	181
467	188
497	204
78	17
99	343
117	331
154	318
160	318
184	306
207	298
218	293
237	293
251	292
275	288
302	289
339	283
378	291
407	291
433	295
466	306
490	311
501	318
122	216
126	215
130	210
155	186
169	182
192	168
197	165
220	157
242	146
266	143
285	136
307	129
334	121
359	121
366	122
394	129
425	139
446	150
464	156
501	170
507	175
121	67
161	484
190	472
219	466
242	467
248	462
268	467
290	464
302	461
313	460
194	21
217	5
486	7
499	21
220	383
237	382
256	380
281	381
304	378
327	378
346	381
356	382
386	386
412	388
446	395
470	402
499	410
242	213
262	117
266	110
298	101
331	94
356	97
376	95
395	103
434	111
448	122
450	118
464	127
477	135
500	142
281	226
305	227
333	223
349	225
366	224
387	227
414	234
429	239
462	246
349	11
367	7
371	10
397	13
432	22
450	23
467	37
477	40
493	54
501	71
457	96
