x	y
8	8
508	21
3	58
23	40
38	26
50	23
65	17
78	6
13	97
29	81
47	65
56	53
10	147
28	129
44	109
54	99
68	78
84	62
98	45
116	31
136	19
150	12
429	9
445	24
451	24
457	34
468	45
473	48
480	49
495	62
505	87
509	113
509	110
509	281
499	306
493	326
481	361
453	399
447	407
446	409
444	411
434	416
426	429
416	434
398	446
374	453
353	453
345	454
331	457
312	463
285	474
265	479
256	480
226	485
197	480
172	480
151	469
129	457
102	430
92	403
87	389
83	378
71	342
71	323
68	303
72	253
70	246
75	240
73	232
73	218
76	202
81	190
94	154
103	147
107	131
116	125
130	106
135	103
144	89
4	207
16	184
12	248
1	389
11	461
24	419
27	377
28	367
31	328
31	291
30	288
33	260
36	227
37	216
47	176
56	152
67	139
78	120
99	98
105	91
125	70
150	55
160	46
198	27
221	15
242	10
281	2
302	3
316	8
334	22
346	30
363	48
374	64
396	86
411	100
416	137
412	145
415	162
405	180
406	198
394	212
385	235
370	256
363	259
342	271
305	278
279	272
260	255
250	239
245	221
245	197
246	190
260	174
284	159
291	161
302	182
300	194
99	508
107	510
123	503
291	506
324	499
352	494
393	478
430	464
446	451
461	443
485	419
497	401
510	378
10	511
26	500
42	482
55	464
53	413
54	395
58	378
7	150
73	482
494	505
83	68
85	375
92	58
100	424
100	44
107	239
106	218
111	203
118	177
131	168
147	145
160	121
176	104
195	80
219	62
244	50
265	45
266	46
282	42
306	43
315	50
104	281
103	302
108	317
110	330
118	341
127	354
121	358
150	382
161	394
176	399
215	419
240	423
259	424
266	431
290	432
313	433
329	437
368	427
371	425
407	406
421	391
146	421
152	430
180	444
193	447
214	449
142	373
148	506
134	235
143	192
149	164
136	263
136	272
139	301
145	309
151	331
159	342
172	359
178	361
196	368
206	374
222	378
246	386
261	385
293	386
172	353
177	210
175	189
180	180
187	155
204	125
217	104
250	87
273	81
293	80
313	82
337	93
347	92
363	109
368	113
375	139
376	164
370	188
360	218
174	256
175	283
175	305
196	328
200	333
220	342
231	345
255	350
266	351
276	350
292	354
320	354
348	343
360	338
377	336
408	314
421	301
427	301
442	281
455	252
460	228
471	206
477	174
479	152
476	150
477	131
463	100
447	85
439	73
424	55
419	49
389	23
365	7
198	291
209	303
188	484
218	175
226	149
237	140
262	126
291	123
289	121
318	139
330	161
331	192
327	215
319	226
211	232
209	238
225	273
252	293
250	301
261	306
276	315
300	311
315	316
330	308
362	302
377	290
393	279
401	270
422	242
419	242
433	221
431	212
442	193
438	143
437	134
213	22
246	292
251	298
259	257
282	219
293	239
328	402
344	396
350	391
377	379
401	366
426	349
432	348
438	347
447	334
456	318
472	285
484	265
493	239
365	257
372	293
423	56
405	319
424	505
443	490
460	485
469	478
486	466
496	461
