x	y
2	32
18	10
455	15
459	25
468	31
6	54
18	41
40	22
49	8
405	1
426	19
443	44
463	61
475	77
493	92
504	108
509	129
499	136
489	129
470	106
458	87
432	62
414	48
402	30
396	26
384	18
76	17
64	29
44	49
28	71
23	73
5	144
23	128
38	119
59	100
79	79
102	54
117	47
134	30
158	17
184	13
210	4
238	7
236	4
248	8
270	8
284	16
306	28
321	38
331	41
342	48
347	57
356	67
378	85
391	88
407	106
445	144
454	162
469	181
481	196
499	211
510	224
6	195
34	184
42	173
66	151
87	136
97	127
116	124
144	107
159	99
178	95
208	85
227	85
239	83
251	84
271	91
289	94
319	110
341	124
362	132
374	147
393	161
400	166
422	188
438	195
453	202
469	218
488	243
498	256
3	268
18	254
37	237
47	228
67	207
91	189
106	183
119	169
129	167
157	153
177	145
200	138
228	142
272	149
281	152
303	155
332	181
361	200
378	209
390	220
409	243
423	257
445	269
446	276
465	295
26	278
36	268
58	258
81	246
87	238
107	231
124	218
146	207
178	197
203	191
215	189
246	191
279	195
302	200
301	200
319	207
334	209
359	229
1	332
27	305
42	294
53	287
83	271
101	259
112	252
112	250
137	234
170	223
184	220
211	213
227	214
254	217
276	223
304	230
316	230
319	234
352	249
361	252
374	255
378	260
379	260
403	276
428	292
445	304
448	310
473	326
492	335
21	343
46	327
45	327
54	321
71	303
94	292
106	279
130	267
148	252
175	246
192	240
223	238
252	239
263	242
275	241
291	248
314	257
328	260
356	278
382	289
389	293
412	310
434	328
460	344
482	362
9	383
26	371
36	364
48	358
67	350
85	340
97	341
120	326
138	323
168	319
175	316
194	314
232	314
261	317
298	326
315	334
337	344
349	351
26	401
38	390
69	374
92	364
113	356
155	342
173	339
179	337
212	333
237	339
256	338
272	342
288	349
312	355
345	368
8	467
44	447
64	437
76	417
82	417
98	406
106	410
126	401
136	397
138	397
176	384
175	388
210	384
244	387
252	382
273	391
321	407
334	406
345	413
365	419
19	487
26	481
48	470
60	466
87	457
90	461
112	449
140	442
183	436
221	434
241	430
265	436
286	440
302	452
320	458
321	457
351	469
357	469
370	468
394	478
415	483
427	485
436	491
464	506
480	508
29	510
30	510
70	492
97	483
108	477
130	472
150	465
171	460
183	458
209	453
223	452
233	458
270	454
285	461
127	508
143	511
165	503
190	500
204	499
222	502
249	496
260	499
17	219
25	210
35	203
57	192
67	183
89	167
105	155
136	141
149	129
174	119
203	112
217	112
238	110
264	116
285	124
308	134
328	145
342	151
348	162
368	175
381	180
401	203
428	220
425	222
468	264
485	276
499	296
506	306
479	4
479	1
483	12
492	19
501	40
4	447
19	432
31	422
46	419
59	407
83	392
104	382
122	376
152	364
196	360
224	362
244	358
261	362
286	370
309	378
331	381
372	396
396	420
420	430
428	433
453	453
471	457
498	475
509	481
7	226
20	255
42	231
11	53
11	180
27	163
52	134
75	110
83	102
89	92
115	70
146	54
161	45
184	41
198	31
216	32
245	30
276	39
279	43
18	9
42	20
50	73
49	75
75	46
97	23
117	8
56	37
60	242
74	229
86	214
119	202
151	185
179	169
209	163
235	163
254	169
278	177
306	184
62	185
93	436
108	430
129	424
146	417
173	411
198	410
205	411
221	408
246	410
265	413
288	421
301	426
319	428
342	439
363	443
384	448
412	454
432	466
446	472
456	474
479	486
72	115
65	205
77	322
90	315
117	306
129	303
142	299
163	292
189	286
213	290
224	285
244	286
268	289
278	292
315	308
328	316
334	315
341	319
365	333
381	348
411	365
426	376
434	381
441	393
79	8
84	72
99	27
114	100
125	93
151	77
170	67
195	61
209	57
221	57
238	59
238	60
244	61
268	62
269	63
282	67
302	71
298	74
325	76
349	95
370	112
392	125
414	150
434	168
440	182
157	487
174	483
194	476
225	477
252	478
266	475
284	484
300	486
320	487
362	497
381	499
398	507
411	510
150	276
168	273
203	263
221	263
249	267
262	267
272	266
281	273
299	278
314	285
333	287
346	298
369	308
398	326
410	339
434	354
449	368
455	370
484	397
489	402
494	404
335	13
347	24
376	46
386	57
401	75
414	81
421	86
432	98
446	112
454	121
459	128
483	154
498	165
505	180
511	189
329	41
367	1
367	372
380	373
414	400
430	410
449	422
469	427
492	442
399	390
409	178
420	116
423	128
438	138
467	257
460	63
453	397
467	375
485	156
465	383
482	490
500	170
503	265
