x	y
333	1
337	4
372	11
396	13
403	16
431	18
457	27
475	29
510	45
511	43
9	16
32	8
73	5
93	9
120	8
130	6
156	1
188	6
213	12
246	13
273	22
286	26
309	31
323	36
361	41
384	39
406	48
432	51
464	65
473	66
500	76
26	39
27	37
44	39
64	38
60	38
72	32
98	31
118	33
134	30
144	31
158	32
196	36
237	38
1	78
28	69
50	66
79	63
109	61
138	60
148	63
168	62
200	61
217	69
241	67
259	69
285	74
299	72
313	78
327	78
337	81
365	92
390	102
424	118
431	125
447	137
472	155
499	169
23	100
39	97
56	98
68	94
108	90
144	89
191	94
190	91
212	94
244	101
277	101
290	105
308	111
311	105
347	119
381	136
381	136
400	142
420	159
428	161
444	181
456	191
472	214
482	221
496	243
14	147
28	140
44	136
54	129
69	129
104	122
136	121
170	118
194	120
212	122
247	129
280	134
303	136
342	151
364	164
384	188
398	206
411	224
423	235
428	251
446	268
474	304
492	327
5	186
36	169
67	160
98	151
133	146
167	149
187	149
215	147
241	156
261	160
286	168
309	173
337	184
356	202
370	215
382	230
398	247
413	272
434	295
444	306
468	334
14	262
32	239
12	310
35	284
46	266
69	247
83	226
86	221
102	211
132	199
147	188
175	178
204	179
211	177
238	185
243	187
265	194
266	193
283	205
295	210
310	229
323	241
340	268
343	276
374	313
387	326
404	342
421	365
429	372
449	385
456	396
487	415
492	422
2	361
19	344
32	334
42	324
54	312
75	281
77	280
89	256
106	245
4	407
38	387
49	386
71	368
81	360
95	345
114	325
119	314
134	302
138	291
149	268
156	262
170	253
177	245
13	472
28	470
50	462
74	448
91	443
102	445
121	437
145	412
165	384
173	362
175	361
182	331
192	308
207	328
218	346
219	356
232	379
257	416
278	436
289	442
17	508
43	498
71	486
101	475
122	469
148	460
183	450
197	446
203	445
15	437
45	426
63	415
79	402
87	393
103	379
114	370
19	216
28	208
40	204
67	190
82	185
112	177
119	170
9	312
19	306
70	330
72	329
85	312
98	297
116	275
130	253
139	238
172	213
181	213
203	206
207	204
226	209
260	224
263	240
278	263
281	270
293	293
311	323
323	332
345	359
364	371
372	378
386	391
410	405
431	416
83	511
90	508
108	501
128	497
145	492
153	492
173	481
199	478
228	482
263	492
290	508
301	511
72	326
507	10
100	421
132	391
131	383
142	360
148	345
159	312
162	299
170	282
108	412
118	400
117	360
178	418
192	289
218	416
233	429
239	451
260	460
287	472
316	477
343	489
349	490
365	502
211	446
210	447
221	445
232	451
234	503
231	243
251	283
257	288
264	312
271	322
275	326
306	349
318	366
337	379
348	393
354	403
382	422
402	431
423	441
456	449
476	459
495	466
223	280
230	294
230	311
241	332
251	346
256	365
259	373
285	400
298	421
325	440
343	455
373	453
400	461
432	474
452	480
292	408
295	381
306	387
314	392
331	407
300	251
307	272
322	284
342	312
343	320
371	347
373	353
383	359
301	385
315	197
337	218
351	240
378	270
398	290
412	306
421	327
440	343
445	353
453	359
477	370
484	379
488	379
498	383
343	449
349	186
388	71
409	77
436	88
448	93
477	119
494	130
363	408
372	131
421	493
445	502
476	504
496	510
425	193
437	213
447	228
460	243
466	257
485	274
498	287
469	204
475	110
498	204
507	303
