x	y
4	29
10	20
20	9
6	68
7	58
11	54
37	29
44	13
11	129
20	125
30	114
34	111
50	101
57	80
75	62
83	51
89	46
120	19
128	6
506	4
23	171
52	155
78	142
114	124
136	108
148	99
170	84
188	65
212	61
229	51
250	50
265	48
283	43
299	45
310	42
325	48
346	46
379	55
398	55
420	62
433	62
452	70
474	87
495	92
501	100
18	205
47	186
76	176
87	167
101	163
139	143
151	130
167	124
173	126
193	120
221	106
245	101
269	99
282	98
19	225
47	212
84	194
101	187
113	179
129	171
139	163
150	163
178	152
197	145
205	139
221	137
232	134
264	126
290	122
310	119
331	116
352	114
384	116
404	116
443	122
459	128
2	258
31	249
45	238
76	227
111	208
116	207
145	196
153	188
182	177
209	167
232	157
253	153
280	152
315	147
335	142
357	138
367	139
379	141
396	142
405	143
435	151
446	149
466	154
480	153
495	161
509	190
482	187
479	184
463	182
421	174
387	169
385	165
352	168
318	169
299	170
269	178
265	179
244	181
220	188
191	199
164	206
164	227
195	221
217	221
238	210
256	205
284	198
319	195
327	192
329	191
346	197
367	197
384	194
426	196
445	205
466	207
486	209
8	305
25	295
55	285
59	281
80	276
116	263
130	257
147	249
190	250
207	244
218	245
254	234
283	226
296	222
303	222
318	221
343	220
370	219
391	218
415	222
423	221
450	226
478	236
486	237
26	321
43	315
47	310
80	300
93	297
129	282
156	275
188	272
208	268
229	271
260	276
280	277
308	274
332	277
361	281
12	354
31	353
53	354
77	353
110	350
136	346
161	342
176	344
186	339
205	340
230	336
11	378
40	379
52	379
76	379
102	374
116	373
135	370
154	370
180	367
199	365
200	362
239	363
249	356
266	355
283	346
298	349
330	343
14	406
55	407
85	399
99	397
117	402
148	391
169	391
185	392
195	387
221	388
243	381
286	387
312	387
342	386
377	386
405	383
423	380
426	383
445	381
467	383
497	382
20	425
41	427
48	430
69	423
92	428
121	419
136	423
168	416
184	412
185	417
218	410
254	408
279	411
295	411
319	409
335	408
371	411
383	413
425	410
435	403
484	405
497	408
2	448
30	450
55	448
68	447
88	449
118	446
134	444
168	443
217	432
227	431
246	432
268	428
281	430
300	435
327	434
352	438
355	435
400	434
440	429
473	432
499	426
4	470
22	475
38	474
55	472
66	474
90	468
121	468
146	466
165	467
185	464
203	459
231	453
240	451
264	453
270	452
307	459
342	458
349	460
372	460
401	460
437	454
470	450
489	454
29	496
59	496
79	495
98	493
120	489
140	493
165	490
193	494
217	497
253	505
270	507
291	503
310	503
329	508
357	508
241	506
6	99
21	87
32	73
46	54
61	32
93	6
9	283
32	268
60	255
77	252
104	239
140	226
44	138
64	125
80	115
99	107
124	88
141	71
155	58
163	51
186	34
208	16
40	334
42	332
62	328
81	329
111	328
120	325
167	320
195	317
205	318
224	316
246	320
271	325
284	321
297	324
328	323
350	331
371	327
397	327
420	328
455	328
468	331
497	333
78	85
83	85
109	65
128	48
150	27
161	18
454	6
482	27
507	37
104	306
126	307
146	299
169	297
200	295
230	292
245	298
248	295
266	298
277	301
298	296
328	299
331	299
354	301
390	305
428	300
441	302
452	302
480	305
493	313
174	9
226	476
238	480
251	480
268	481
282	482
309	481
327	485
360	483
384	488
418	479
450	479
458	480
489	474
220	81
248	75
248	78
267	75
292	69
312	75
326	79
347	78
368	85
394	82
421	92
457	103
469	107
485	122
507	131
249	26
273	17
284	14
311	16
326	15
344	15
360	15
388	25
409	25
431	33
446	37
450	38
467	50
496	63
299	254
310	248
323	254
340	250
356	244
370	239
390	241
413	248
442	254
467	255
495	261
504	267
509	267
337	366
371	356
410	353
416	359
420	353
451	355
466	355
489	355
371	261
388	270
397	270
411	270
418	276
432	279
446	279
458	281
478	284
501	291
459	497
491	500
467	80
507	133
