x	y
1	97
2	87
8	61
18	50
39	19
51	10
4	277
7	263
10	241
12	226
17	192
15	168
23	133
33	114
40	93
43	73
56	46
5	382
17	355
30	326
29	305
39	288
39	266
46	247
43	243
42	226
46	218
48	199
51	159
64	131
65	124
73	107
84	75
89	59
91	42
97	42
111	12
2	503
33	473
35	464
40	456
49	429
51	418
53	382
59	348
59	317
39	509
50	497
67	485
68	483
64	483
77	456
83	448
81	437
89	418
87	389
94	373
96	342
93	323
92	304
90	281
81	263
82	252
76	233
80	233
80	204
78	189
82	178
15	435
26	420
9	453
114	506
135	504
113	96
115	82
122	59
135	38
146	18
501	7
106	146
106	156
108	158
110	174
109	199
116	217
118	253
118	274
121	296
124	313
131	333
132	348
136	360
138	361
147	384
151	409
155	407
165	436
179	449
194	467
218	500
112	456
117	457
121	435
120	405
119	442
137	452
143	454
156	474
147	107
151	85
173	52
177	40
201	21
231	9
249	7
289	7
294	4
310	14
325	16
337	18
353	29
372	47
391	56
400	79
419	111
419	119
440	156
445	160
454	180
468	200
479	214
493	229
505	249
508	256
140	163
146	190
144	212
146	225
148	252
149	276
154	298
156	311
161	332
169	348
170	361
181	388
193	407
201	421
204	427
205	437
221	451
229	462
249	480
267	498
278	503
300	501
294	493
265	452
248	434
239	412
226	395
210	356
206	346
198	339
196	318
191	309
186	293
184	277
178	116
187	90
201	76
207	69
223	48
256	42
274	45
292	46
295	49
318	50
338	62
345	67
371	98
375	97
385	117
389	129
405	161
415	181
432	206
437	218
442	227
468	257
178	155
179	172
186	194
192	214
197	239
212	275
221	292
230	317
236	333
255	365
267	388
278	405
295	429
309	461
323	476
339	486
346	500
359	510
203	424
214	112
231	92
231	88
236	85
249	84
274	75
298	82
305	80
324	90
339	108
355	130
367	151
378	186
396	219
405	232
407	243
413	263
426	287
432	296
430	298
443	316
453	327
464	336
476	354
481	363
493	372
502	378
217	155
221	198
228	214
231	235
245	276
256	300
254	297
263	317
277	340
284	357
287	361
303	376
314	398
328	425
331	433
356	462
358	463
384	486
400	500
433	6
454	12
460	22
474	32
490	44
503	65
236	412
246	480
248	141
251	146
256	169
259	182
264	198
262	221
266	238
274	276
289	308
305	327
326	359
330	368
340	390
348	394
361	415
368	423
377	440
390	455
405	465
270	209
284	211
284	219
295	237
306	267
308	264
316	289
326	305
332	321
346	345
363	370
376	381
395	406
406	425
416	434
430	460
445	474
447	482
471	508
475	511
286	142
291	164
300	169
300	178
309	197
321	212
328	237
336	252
344	278
352	286
356	293
357	309
373	325
380	330
395	353
409	377
421	391
440	407
448	426
466	444
483	472
503	496
299	117
312	132
322	142
329	161
340	179
348	197
350	195
352	213
363	232
375	255
380	271
390	295
404	309
417	328
430	350
447	369
459	382
475	410
489	421
500	440
506	445
315	127
313	84
329	162
371	4
399	16
407	23
414	31
431	42
446	52
463	66
477	87
498	112
511	129
346	390
357	133
375	6
375	170
386	53
424	449
435	88
452	99
456	113
474	134
489	163
497	178
511	204
437	411
473	306
487	320
504	337
455	431
462	503
459	189
464	291
509	389
503	190
511	17
