x	y
16	55
32	34
45	14
10	15
5	143
15	115
30	99
43	80
49	69
66	46
74	26
8	465
5	252
9	211
15	198
25	176
33	150
35	134
37	130
41	126
2	269
7	294
6	313
8	341
12	363
13	369
16	390
17	405
23	426
27	442
31	454
33	467
38	480
53	499
36	243
45	217
43	203
54	179
61	158
67	131
71	108
79	79
82	69
92	59
104	24
37	281
36	280
38	300
42	320
58	350
66	365
79	390
87	403
111	432
129	444
148	454
167	462
179	466
213	480
236	485
254	488
273	487
287	490
309	483
316	483
354	466
376	460
391	451
405	442
411	440
433	424
449	402
465	385
466	382
479	365
482	345
496	314
497	306
506	279
509	270
510	263
506	64
490	44
482	34
479	26
457	7
39	379
45	390
56	412
63	424
76	443
95	452
115	469
128	478
156	490
184	499
204	504
217	508
70	470
94	489
111	501
122	504
68	281
76	312
88	338
91	359
100	367
110	381
117	401
131	409
144	421
175	439
196	448
218	457
245	462
260	462
291	460
78	226
82	239
92	263
95	281
121	317
137	331
163	356
174	370
191	381
214	400
237	405
275	411
296	412
304	409
314	413
338	402
374	393
386	383
397	372
406	366
434	338
457	318
470	298
477	294
485	264
486	250
493	238
493	225
507	202
505	172
506	155
496	120
491	99
487	89
477	83
467	64
463	63
454	46
430	27
424	25
402	11
385	12
370	6
350	1
318	1
290	7
275	7
274	13
255	23
234	48
222	71
209	86
200	101
193	129
189	144
184	171
78	439
81	444
88	491
98	131
99	118
101	109
111	82
114	77
118	66
126	53
150	19
99	162
102	168
101	188
104	214
106	239
112	252
130	372
144	376
164	396
178	411
197	425
204	428
230	432
239	437
260	436
275	434
281	438
302	440
322	438
337	434
363	431
397	409
416	399
433	378
447	361
454	361
469	347
128	131
144	100
146	87
156	67
167	43
182	26
187	20
202	1
130	171
131	190
133	226
143	253
147	288
160	308
182	338
191	352
226	377
267	385
285	386
298	383
339	370
350	366
377	356
157	138
161	121
165	109
186	82
188	66
208	33
215	31
221	21
238	5
158	202
162	232
170	248
197	281
220	306
223	311
233	319
239	321
256	327
272	331
296	342
310	341
320	345
332	344
351	336
357	338
355	336
374	330
399	322
430	299
452	267
455	257
461	243
472	218
477	192
480	171
477	142
468	116
455	98
448	85
427	62
401	51
380	41
366	36
331	34
304	33
273	53
259	64
245	81
221	122
213	149
216	174
214	181
219	207
231	231
246	248
268	271
299	287
313	281
188	306
199	321
205	328
241	348
253	357
185	199
191	207
191	224
208	254
224	265
226	275
241	280
237	286
279	303
292	310
312	311
327	307
330	311
357	303
383	294
421	259
430	246
442	220
447	190
450	159
440	135
426	110
427	112
414	94
392	81
369	67
355	68
319	64
290	75
274	91
265	109
250	128
244	151
245	171
246	178
251	212
254	222
276	245
298	257
322	280
199	281
221	301
236	280
221	76
252	260
253	355
280	141
287	130
305	110
330	98
349	96
384	105
396	122
413	137
417	148
416	154
420	172
418	172
417	185
415	207
406	228
408	226
405	232
397	244
394	256
368	270
355	275
280	198
288	222
277	46
303	156
319	136
357	130
377	143
380	155
385	163
391	174
391	189
382	220
367	240
310	203
309	211
318	225
337	200
337	208
345	495
357	494
360	493
381	490
344	155
360	184
358	211
414	475
429	466
433	466
439	458
467	438
477	419
495	387
501	372
503	10
497	6
480	509
495	491
506	486
418	272
427	381
449	364
419	54
443	501
452	495
475	470
490	454
509	430
509	421
475	78
